id;gender;age;previously_insured;vehicle_age;vehicle_damage;annual_premium;vintage;response
27145;male;63;no;2;yes;2630;45;not-interested
27146;female;55;no;2;yes;34671;246;interested
27147;female;75;no;2;yes;2630;243;not-interested
27148;male;38;yes;2;no;2630;34;not-interested
27149;female;22;no;1;yes;34388;259;interested
27150;male;75;yes;2;no;2630;206;not-interested
27151;female;23;no;1;no;26806;42;not-interested
27152;male;68;no;2;yes;43919;78;not-interested
27153;female;66;yes;2;no;29658;18;not-interested
27154;male;31;no;2;yes;2630;98;not-interested
27155;male;52;no;2;yes;41893;30;not-interested
27156;female;26;no;1;no;36411;81;not-interested
27157;male;25;yes;1;no;25467;104;not-interested
27158;female;44;no;2;yes;2630;242;not-interested
27159;male;33;no;1;yes;46416;50;not-interested
27160;male;23;yes;1;no;26120;25;not-interested
27161;female;21;no;1;yes;38179;222;not-interested
27162;female;24;yes;1;no;23581;61;not-interested
27163;female;41;no;2;yes;29224;228;not-interested
27164;male;23;yes;1;no;34150;218;not-interested
27165;male;23;yes;1;no;30081;170;not-interested
27166;female;42;yes;2;no;33949;173;not-interested
27167;male;37;yes;2;no;2630;64;not-interested
27168;female;31;yes;1;no;35357;157;not-interested
27169;male;24;yes;1;no;45569;287;not-interested
27170;female;20;yes;1;no;29015;185;not-interested
27171;female;23;no;1;yes;36355;270;interested
27172;female;51;yes;2;no;39421;273;not-interested
27173;female;25;no;1;yes;2630;171;not-interested
27174;male;52;no;2;yes;35846;64;not-interested
27175;female;27;yes;1;no;30032;73;not-interested
27176;female;41;no;2;no;24372;67;not-interested
27177;male;23;yes;1;no;40962;128;not-interested
27178;female;46;no;2;yes;2630;120;interested
27179;female;29;yes;1;no;36056;154;not-interested
27180;female;21;no;1;yes;38026;204;not-interested
27181;male;37;yes;2;no;2630;97;not-interested
27182;female;43;no;2;yes;44591;67;not-interested
27183;female;63;yes;2;no;2630;15;not-interested
27184;male;41;no;2;yes;2630;119;not-interested
27185;male;27;yes;1;no;36558;100;not-interested
27186;female;45;no;2;yes;52330;28;not-interested
27187;male;69;no;2;yes;44948;169;not-interested
27188;male;23;yes;1;no;28360;197;not-interested
27189;female;39;no;2;yes;52619;44;interested
27190;male;24;yes;1;no;16852;161;not-interested
27191;female;36;yes;2;no;2630;55;not-interested
27192;male;43;yes;2;no;33146;250;not-interested
27193;female;27;yes;1;no;27368;254;not-interested
27194;female;40;no;2;yes;28151;293;not-interested
27195;male;71;yes;2;no;34649;59;not-interested
27196;female;29;yes;1;no;29749;298;not-interested
27197;female;27;yes;1;no;47313;98;not-interested
27198;male;25;yes;1;no;33492;148;not-interested
27199;male;28;yes;1;no;53516;77;not-interested
27200;male;45;no;2;yes;33289;189;not-interested
27201;male;41;no;2;yes;23776;96;not-interested
27202;female;60;no;2;yes;42604;28;not-interested
27203;male;38;no;2;yes;32265;153;not-interested
27204;male;26;yes;1;no;2630;147;not-interested
27205;male;47;no;3;yes;26728;261;not-interested
27206;male;64;yes;2;no;28097;186;not-interested
27207;male;76;no;2;yes;2630;190;not-interested
27208;male;23;no;1;yes;30641;66;not-interested
27209;male;72;yes;2;no;32431;130;not-interested
27210;male;52;yes;2;no;32998;113;not-interested
27211;female;24;yes;1;no;24053;35;not-interested
27212;female;25;no;1;yes;28366;120;not-interested
27213;male;45;yes;2;no;30176;24;not-interested
27214;male;47;no;2;yes;31021;109;interested
27215;female;22;yes;1;no;34005;294;not-interested
27216;male;47;no;2;yes;44687;84;not-interested
27217;female;22;no;1;yes;31442;20;not-interested
27218;male;23;yes;1;no;44520;274;not-interested
27219;male;27;yes;1;no;32259;195;not-interested
27220;female;52;no;2;yes;2630;293;not-interested
27221;female;27;yes;1;no;37765;282;not-interested
27222;male;31;no;1;yes;33351;27;not-interested
27223;female;21;yes;1;no;33621;98;not-interested
27224;male;24;no;1;yes;34352;243;not-interested
27225;female;30;yes;2;no;36552;238;not-interested
27226;male;24;yes;1;no;25786;178;not-interested
27227;male;22;yes;1;no;43134;35;not-interested
27228;female;50;no;2;yes;59801;192;not-interested
27229;male;45;no;2;yes;32399;27;not-interested
27230;male;77;no;2;yes;33522;50;not-interested
27231;female;65;yes;2;no;32028;149;not-interested
27232;female;28;yes;1;no;34612;217;not-interested
27233;female;20;no;1;yes;2630;260;not-interested
27234;female;52;yes;2;no;42753;93;not-interested
27235;male;43;no;2;yes;26544;34;interested
27236;male;45;yes;2;no;2630;95;not-interested
27237;female;40;no;2;yes;63136;37;interested
27238;female;24;no;1;yes;31197;13;not-interested
27239;male;45;no;2;no;32454;250;not-interested
27240;male;41;no;2;yes;2630;97;not-interested
27241;female;23;no;1;yes;2630;104;not-interested
27242;male;36;no;2;yes;40465;13;interested
27243;female;43;no;2;yes;37686;206;not-interested
27244;male;29;yes;1;no;2630;181;not-interested
27245;male;56;yes;2;no;72602;154;not-interested
27246;female;25;yes;1;no;27725;126;not-interested
27247;female;66;no;2;yes;31261;260;not-interested
27248;female;62;yes;2;no;27592;271;not-interested
27249;male;39;yes;2;no;2630;56;not-interested
27250;female;59;no;2;yes;2630;288;not-interested
27251;female;31;yes;1;no;2630;119;not-interested
27252;female;36;no;2;yes;2630;243;not-interested
27253;male;20;yes;1;no;2630;224;not-interested
27254;male;21;yes;1;no;26858;268;not-interested
27255;female;26;no;1;yes;27875;137;not-interested
27256;female;39;no;2;yes;44011;128;not-interested
27257;male;67;yes;2;no;45046;190;not-interested
27258;female;28;no;2;yes;2630;276;not-interested
27259;female;42;no;2;yes;30241;248;interested
27260;female;28;yes;1;no;42790;253;not-interested
27261;male;72;no;2;no;2630;23;not-interested
27262;female;33;yes;1;no;23743;291;not-interested
27263;female;44;no;2;yes;51788;145;not-interested
27264;female;22;yes;1;no;25387;49;not-interested
27265;male;21;no;1;yes;50847;282;not-interested
27266;female;35;no;2;yes;26149;112;not-interested
27267;female;31;no;1;yes;31713;103;interested
27268;female;51;no;3;yes;34747;142;not-interested
27269;male;40;yes;2;no;26720;296;not-interested
27270;male;30;no;2;yes;36357;129;not-interested
27271;male;68;no;2;yes;31071;163;not-interested
27272;male;24;yes;1;no;2630;10;not-interested
27273;male;26;yes;1;no;26215;241;not-interested
27274;female;43;no;2;yes;23421;242;not-interested
27275;female;67;yes;2;no;51033;254;not-interested
27276;male;59;yes;2;no;45211;137;not-interested
27277;female;23;yes;1;no;35949;91;not-interested
27278;male;52;no;2;yes;27516;194;not-interested
27279;male;44;no;2;no;2630;220;not-interested
27280;male;56;no;3;yes;44557;172;interested
27281;male;24;no;1;yes;29240;17;not-interested
27282;male;39;no;2;yes;2630;62;not-interested
27283;male;47;yes;2;no;2630;61;not-interested
27284;male;75;yes;2;no;113810;27;not-interested
27285;female;30;yes;1;no;26685;263;not-interested
27286;male;24;yes;1;yes;2630;170;not-interested
27287;male;61;no;2;yes;34142;249;not-interested
27288;male;49;yes;2;no;29447;88;not-interested
27289;female;40;no;2;yes;2630;287;not-interested
27290;male;45;no;2;yes;37763;200;not-interested
27291;female;30;yes;1;no;38946;236;not-interested
27292;male;62;yes;2;no;46801;54;not-interested
27293;female;31;yes;1;no;35742;206;not-interested
27294;male;38;no;2;yes;40542;102;interested
27295;male;26;yes;1;no;30281;74;not-interested
27296;female;46;no;2;no;2630;205;not-interested
27297;male;25;yes;1;no;23924;98;not-interested
27298;male;40;no;2;yes;46592;151;interested
27299;female;22;no;2;yes;28669;296;not-interested
27300;female;24;no;1;no;2630;94;not-interested
27301;female;21;no;1;yes;36638;126;not-interested
27302;male;57;yes;2;no;30765;125;not-interested
27303;female;44;no;2;yes;30123;182;interested
27304;female;23;yes;1;no;62559;125;not-interested
27305;male;37;no;2;yes;2630;126;not-interested
27306;female;50;yes;2;no;29922;195;not-interested
27307;male;69;yes;2;no;30869;105;not-interested
27308;male;24;yes;1;no;36365;144;not-interested
27309;male;54;no;2;yes;50251;113;interested
27310;female;49;yes;2;no;24668;237;not-interested
27311;male;43;no;2;no;2630;101;not-interested
27312;male;21;no;1;no;2630;17;not-interested
27313;female;24;yes;1;no;51817;234;not-interested
27314;male;37;yes;2;yes;30318;53;not-interested
27315;male;48;no;2;yes;31710;165;not-interested
27316;male;38;no;2;no;47783;94;not-interested
27317;female;25;no;1;yes;31704;113;not-interested
27318;female;25;yes;1;no;43597;247;not-interested
27319;male;48;no;2;yes;26288;190;not-interested
27320;female;25;yes;1;no;42700;65;not-interested
27321;female;29;no;2;yes;31132;17;not-interested
27322;male;31;no;1;no;43002;17;not-interested
27323;female;23;yes;1;no;2630;230;not-interested
27324;female;20;no;1;yes;45207;180;not-interested
27325;male;38;yes;2;no;28826;64;not-interested
27326;female;45;no;2;yes;2630;285;interested
27327;male;24;yes;1;no;32334;219;not-interested
27328;male;37;no;2;yes;27701;187;interested
27329;female;49;no;2;yes;44665;251;not-interested
27330;male;22;yes;1;no;27427;286;not-interested
27331;male;45;yes;2;no;33500;236;not-interested
27332;male;46;no;2;yes;38285;149;not-interested
27333;male;24;no;1;no;2630;275;not-interested
27334;male;21;no;1;yes;35969;238;not-interested
27335;female;22;yes;1;no;41712;147;not-interested
27336;male;44;no;2;no;2630;155;not-interested
27337;male;51;no;2;yes;74283;28;interested
27338;male;26;yes;1;no;2630;71;not-interested
27339;female;23;yes;1;no;28436;13;not-interested
27340;female;25;yes;1;no;2630;35;not-interested
27341;male;70;no;2;yes;35261;118;not-interested
27342;male;43;no;2;yes;41205;104;not-interested
27343;male;65;yes;2;no;37541;10;not-interested
27344;female;25;no;1;yes;2630;114;not-interested
27345;male;39;no;2;yes;31291;114;not-interested
27346;male;47;no;2;yes;20403;245;not-interested
27347;male;23;yes;1;no;27842;216;not-interested
27348;male;28;yes;1;no;2630;85;not-interested
27349;male;40;no;3;yes;37867;275;interested
27350;female;50;no;2;yes;57606;142;not-interested
27351;male;23;no;1;yes;36739;258;not-interested
27352;male;53;yes;2;no;2630;236;not-interested
27353;male;36;yes;2;no;32380;40;not-interested
27354;female;41;yes;2;no;25678;141;not-interested
27355;male;78;yes;2;no;60036;200;not-interested
27356;female;41;no;2;yes;33083;95;not-interested
27357;female;24;yes;1;no;28817;40;not-interested
27358;male;35;no;2;yes;58889;128;not-interested
27359;male;61;yes;2;no;37708;136;not-interested
27360;female;25;yes;1;no;32095;220;not-interested
27361;male;21;yes;1;no;45587;108;not-interested
27362;female;27;yes;1;no;43893;174;not-interested
27363;female;46;no;2;no;36215;39;not-interested
27364;female;61;no;2;yes;41079;98;not-interested
27365;male;48;yes;2;no;39926;261;not-interested
27366;female;37;no;2;yes;36680;212;interested
27367;male;25;yes;1;no;25055;291;not-interested
27368;male;63;yes;2;no;2630;178;not-interested
27369;male;39;yes;2;no;35620;189;not-interested
27370;male;46;no;2;yes;27260;56;not-interested
27371;male;21;yes;1;no;25165;240;not-interested
27372;female;31;no;2;yes;34251;295;not-interested
27373;female;23;no;1;yes;77198;152;not-interested
27374;female;45;yes;2;no;33930;77;not-interested
27375;female;39;no;2;yes;27690;22;not-interested
27376;female;35;no;2;no;2630;135;not-interested
27377;male;45;yes;2;no;29282;210;not-interested
27378;female;25;yes;1;yes;39343;123;not-interested
27379;male;52;no;2;yes;2630;242;not-interested
27380;female;34;yes;2;no;32864;10;not-interested
27381;female;24;yes;1;no;35860;266;not-interested
27382;female;37;no;2;yes;31417;129;not-interested
27383;female;40;yes;2;no;45564;161;not-interested
27384;female;47;no;2;yes;79986;152;interested
27385;female;59;no;3;yes;50791;269;not-interested
27386;female;22;yes;1;no;24978;74;not-interested
27387;male;52;no;2;yes;2630;183;not-interested
27388;male;24;no;1;yes;28233;151;not-interested
27389;female;25;yes;1;no;26820;91;not-interested
27390;male;38;no;3;yes;34853;200;interested
27391;female;24;yes;1;no;31916;298;not-interested
27392;male;24;yes;1;no;2630;233;not-interested
27393;female;44;no;2;yes;40787;169;interested
27394;male;38;no;2;yes;40634;167;interested
27395;male;44;yes;2;no;31604;61;not-interested
27396;male;74;yes;2;yes;2630;40;not-interested
27397;male;42;no;2;yes;2630;15;not-interested
27398;female;22;no;1;yes;25224;293;not-interested
27399;male;48;no;2;no;58788;122;not-interested
27400;male;50;yes;2;yes;2630;65;not-interested
27401;male;61;no;2;yes;37216;195;not-interested
27402;male;74;yes;2;no;28592;105;not-interested
27403;female;30;yes;1;no;23775;98;not-interested
27404;female;71;yes;2;no;57223;41;not-interested
27405;female;53;no;2;yes;30725;44;interested
27406;male;21;no;1;yes;26579;170;not-interested
27407;male;55;no;2;yes;45923;240;not-interested
27408;male;33;no;2;no;35500;145;interested
27409;male;42;no;2;yes;50829;37;not-interested
27410;female;25;yes;1;no;26452;31;not-interested
27411;female;23;yes;1;no;25324;139;not-interested
27412;male;21;no;1;yes;25151;178;not-interested
27413;male;67;no;2;yes;26330;177;not-interested
27414;male;37;no;2;yes;37280;191;not-interested
27415;male;21;yes;1;no;23673;129;not-interested
27416;female;28;yes;1;no;29267;67;not-interested
27417;male;44;no;2;yes;38975;230;not-interested
27418;female;29;yes;1;no;27042;290;not-interested
27419;female;23;yes;1;no;26989;206;not-interested
27420;male;42;yes;2;no;48494;279;not-interested
27421;male;26;yes;1;no;2630;189;not-interested
27422;female;35;no;2;yes;49814;273;not-interested
27423;male;52;no;2;yes;42168;102;not-interested
27424;female;25;yes;1;no;35805;270;not-interested
27425;male;23;no;1;yes;46081;214;not-interested
27426;male;60;no;2;yes;2630;21;not-interested
27427;female;32;yes;1;no;30314;40;not-interested
27428;female;30;yes;1;no;29423;221;not-interested
27429;female;45;yes;2;no;68401;264;not-interested
27430;male;59;no;2;yes;23136;13;interested
27431;male;64;no;2;yes;56503;252;interested
27432;female;44;no;2;yes;33413;264;not-interested
27433;male;47;no;2;yes;52899;85;interested
27434;male;46;no;2;yes;53148;47;interested
27435;male;26;no;1;yes;41459;78;not-interested
27436;male;50;no;2;yes;2630;152;not-interested
27437;male;51;no;2;yes;31851;198;not-interested
27438;female;40;no;2;yes;26757;150;not-interested
27439;female;47;yes;2;no;46422;207;not-interested
27440;male;21;yes;1;no;25766;81;not-interested
27441;female;40;no;2;yes;25799;197;interested
27442;male;30;yes;1;no;33738;124;not-interested
27443;female;29;no;1;yes;35013;36;interested
27444;female;24;yes;1;no;31895;200;not-interested
27445;male;71;no;2;yes;31384;30;interested
27446;male;22;yes;1;no;79388;82;not-interested
27447;male;31;no;2;yes;2630;100;not-interested
27448;male;23;no;1;yes;43932;31;not-interested
27449;male;21;no;1;yes;21613;87;not-interested
27450;female;23;yes;1;no;52346;278;not-interested
27451;male;27;no;1;yes;33009;224;not-interested
27452;female;31;no;1;yes;48866;141;interested
27453;male;52;no;2;no;31499;172;not-interested
27454;female;60;no;2;yes;2630;84;not-interested
27455;female;25;yes;1;no;37256;220;not-interested
27456;male;52;no;2;yes;41515;73;not-interested
27457;male;70;yes;2;no;60354;117;not-interested
27458;female;66;yes;2;yes;20697;251;not-interested
27459;male;36;no;2;yes;25275;198;interested
27460;male;63;yes;2;no;30662;205;not-interested
27461;male;31;no;2;yes;24133;106;interested
27462;male;29;yes;1;no;33011;276;not-interested
27463;male;24;yes;1;no;33042;137;not-interested
27464;female;51;no;2;yes;38516;243;not-interested
27465;male;25;yes;1;no;17854;81;not-interested
27466;female;51;no;2;yes;36307;67;interested
27467;female;54;yes;2;no;43586;163;not-interested
27468;male;45;no;2;yes;32378;111;not-interested
27469;male;41;no;2;yes;36259;57;interested
27470;female;49;no;2;yes;2630;207;interested
27471;male;68;no;2;yes;25497;22;not-interested
27472;male;50;no;2;yes;2630;134;not-interested
27473;male;68;yes;2;no;45463;100;not-interested
27474;female;31;yes;2;yes;20529;84;not-interested
27475;female;46;no;3;yes;30541;212;not-interested
27476;female;44;yes;2;no;38176;88;not-interested
27477;female;60;no;2;yes;34490;37;not-interested
27478;female;56;no;3;yes;56849;16;not-interested
27479;female;42;no;3;yes;25319;74;interested
27480;female;26;yes;1;no;33209;275;not-interested
27481;male;26;no;1;yes;30615;220;not-interested
27482;female;23;no;1;no;21986;204;not-interested
27483;male;37;no;2;yes;40167;236;not-interested
27484;male;49;no;2;no;2630;276;not-interested
27485;male;23;yes;1;no;49080;77;not-interested
27486;female;31;no;1;yes;30805;263;not-interested
27487;male;77;yes;2;no;26804;179;not-interested
27488;male;26;yes;1;no;21860;257;not-interested
27489;female;69;no;3;yes;34540;13;not-interested
27490;female;24;yes;1;no;33374;66;not-interested
27491;male;59;yes;2;yes;2630;215;not-interested
27492;female;24;no;1;yes;32004;230;not-interested
27493;female;55;no;2;yes;33483;103;not-interested
27494;male;44;yes;2;no;36429;26;not-interested
27495;female;50;no;2;yes;44458;80;not-interested
27496;male;24;yes;1;no;28667;38;not-interested
27497;female;22;yes;1;no;28897;258;not-interested
27498;female;65;no;3;yes;56139;128;interested
27499;female;45;yes;2;no;35414;206;not-interested
27500;female;56;yes;2;no;26217;164;not-interested
27501;male;24;yes;1;no;33128;293;not-interested
27502;male;39;yes;2;no;28973;58;not-interested
27503;male;40;no;2;yes;82141;40;not-interested
27504;female;31;no;1;yes;37821;295;not-interested
27505;male;22;yes;1;no;24599;274;not-interested
27506;female;60;no;2;yes;25670;229;interested
27507;male;47;yes;2;no;29445;51;not-interested
27508;male;61;no;2;yes;35162;150;not-interested
27509;female;68;no;2;yes;78738;88;not-interested
27510;female;36;no;2;yes;24595;19;interested
27511;male;23;yes;1;no;31342;225;not-interested
27512;male;23;no;1;yes;2630;186;not-interested
27513;female;43;no;2;yes;37681;102;not-interested
27514;female;53;no;2;yes;2630;247;not-interested
27515;female;28;yes;1;no;33736;39;not-interested
27516;male;55;no;2;yes;27977;135;not-interested
27517;male;39;no;2;yes;2630;133;not-interested
27518;female;25;yes;1;no;37213;11;not-interested
27519;female;22;yes;1;no;24553;186;not-interested
27520;female;64;no;2;yes;28527;298;not-interested
27521;male;48;no;3;yes;41621;255;not-interested
27522;female;42;yes;2;no;31920;258;not-interested
27523;female;27;yes;1;no;29743;88;not-interested
27524;male;59;no;2;yes;2630;258;not-interested
27525;male;70;yes;2;no;2630;236;not-interested
27526;female;23;yes;1;no;21325;192;not-interested
27527;female;32;yes;1;no;22850;104;not-interested
27528;male;25;no;1;yes;41875;238;not-interested
27529;male;47;no;2;yes;2630;235;not-interested
27530;male;45;no;2;no;39114;267;not-interested
27531;female;23;yes;1;no;43315;91;not-interested
27532;female;37;yes;2;no;35642;101;not-interested
27533;female;41;yes;2;no;25410;66;not-interested
27534;female;23;yes;1;no;29570;169;not-interested
27535;female;25;yes;1;no;37374;209;not-interested
27536;female;49;no;2;no;2630;167;not-interested
27537;female;21;no;1;yes;26394;47;not-interested
27538;male;71;no;2;yes;38153;53;not-interested
27539;male;23;yes;1;no;2630;148;not-interested
27540;female;42;no;2;yes;28661;128;not-interested
27541;male;22;no;1;no;39197;194;not-interested
27542;male;22;yes;2;no;2630;238;not-interested
27543;female;46;no;2;yes;20803;144;not-interested
27544;male;47;no;2;yes;2630;190;not-interested
27545;female;49;no;2;yes;2630;284;not-interested
27546;male;67;no;2;yes;55012;78;interested
27547;male;53;yes;2;no;41072;149;not-interested
27548;female;27;yes;1;no;36130;165;not-interested
27549;male;64;yes;2;no;30479;204;not-interested
27550;female;35;no;2;yes;2630;255;not-interested
27551;female;41;no;2;yes;41202;207;not-interested
27552;female;54;yes;2;no;42164;73;not-interested
27553;male;65;no;2;yes;38061;229;interested
27554;male;54;no;3;yes;34297;66;not-interested
27555;female;27;yes;1;no;22271;260;not-interested
27556;male;52;no;3;yes;41886;231;not-interested
27557;female;24;yes;1;no;44446;71;not-interested
27558;male;42;no;2;yes;43977;291;interested
27559;female;40;yes;2;no;34464;110;not-interested
27560;female;24;yes;1;no;52107;272;not-interested
27561;female;40;no;2;yes;26478;187;not-interested
27562;male;30;yes;1;no;28085;292;not-interested
27563;male;46;yes;2;no;2630;293;not-interested
27564;female;21;yes;1;no;32364;193;not-interested
27565;male;24;no;1;no;2630;170;not-interested
27566;male;21;no;1;yes;2630;275;not-interested
27567;male;57;yes;2;no;31519;43;not-interested
27568;female;26;yes;1;no;19854;35;not-interested
27569;male;54;yes;2;no;2630;136;not-interested
27570;male;22;no;1;yes;52376;60;not-interested
27571;female;21;no;1;yes;51052;115;not-interested
27572;male;24;yes;1;no;25317;130;not-interested
27573;female;28;no;1;yes;2630;15;interested
27574;male;26;yes;1;no;22200;188;not-interested
27575;female;35;yes;2;no;37101;241;not-interested
27576;female;32;yes;1;no;2630;119;not-interested
27577;male;24;yes;1;no;28163;124;not-interested
27578;male;65;yes;2;no;2630;203;not-interested
27579;female;23;yes;1;no;42679;103;not-interested
27580;female;34;no;2;yes;40497;16;not-interested
27581;male;52;no;2;yes;65934;109;not-interested
27582;male;22;yes;1;no;29161;18;not-interested
27583;female;24;yes;1;no;35777;295;not-interested
27584;female;50;no;3;yes;33207;144;not-interested
27585;male;27;yes;1;no;22097;27;not-interested
27586;female;58;no;3;yes;33214;57;not-interested
27587;male;54;yes;2;no;2630;211;not-interested
27588;female;61;no;2;yes;34217;122;not-interested
27589;female;22;no;1;yes;41749;265;not-interested
27590;female;27;yes;1;yes;40387;154;not-interested
27591;female;26;yes;1;no;2630;174;not-interested
27592;male;47;no;2;yes;44863;285;interested
27593;female;36;no;2;yes;2630;108;not-interested
27594;female;20;no;1;yes;42184;131;not-interested
27595;female;24;no;1;yes;30505;113;not-interested
27596;female;69;no;2;yes;2630;25;not-interested
27597;male;60;no;2;yes;39580;122;not-interested
27598;female;21;yes;1;no;29713;163;not-interested
27599;male;24;no;1;yes;27968;49;interested
27600;female;25;no;1;no;27898;168;not-interested
27601;female;50;yes;2;no;37715;248;not-interested
27602;male;22;yes;1;no;30518;108;not-interested
27603;male;54;yes;2;no;33826;113;not-interested
27604;male;74;no;2;yes;41138;151;interested
27605;female;24;no;1;yes;37716;139;not-interested
27606;male;27;yes;1;no;33916;90;not-interested
27607;male;29;yes;1;no;2630;62;not-interested
27608;male;26;yes;1;no;25582;52;not-interested
27609;female;41;no;2;no;2630;224;not-interested
27610;male;38;no;2;yes;2630;182;not-interested
27611;male;22;no;1;yes;28454;16;not-interested
27612;female;46;no;2;yes;38954;208;interested
27613;female;76;no;2;yes;2630;182;not-interested
27614;male;69;yes;2;no;29112;88;not-interested
27615;male;29;no;2;yes;35698;248;interested
27616;male;26;no;1;yes;21457;282;not-interested
27617;male;40;no;2;yes;46198;225;not-interested
27618;female;41;no;2;yes;2630;110;interested
27619;female;21;no;1;no;37514;49;not-interested
27620;female;22;no;1;yes;22842;256;not-interested
27621;male;24;yes;1;no;27124;127;not-interested
27622;male;50;no;3;yes;2630;273;not-interested
27623;male;23;yes;1;yes;25361;194;not-interested
27624;male;46;no;2;yes;25648;151;not-interested
27625;female;30;no;2;yes;28819;52;interested
27626;female;23;no;1;yes;2630;148;not-interested
27627;male;22;yes;1;no;29279;275;not-interested
27628;male;33;no;2;yes;26914;53;not-interested
27629;male;28;no;1;yes;32903;70;interested
27630;male;21;no;1;yes;50879;56;not-interested
27631;female;23;no;1;yes;50246;15;not-interested
27632;male;22;yes;1;no;58426;86;not-interested
27633;female;34;no;2;yes;36705;83;not-interested
27634;male;53;no;2;yes;24635;11;interested
27635;female;22;yes;1;no;27586;147;not-interested
27636;female;22;yes;1;no;30195;124;not-interested
27637;female;24;yes;1;no;65243;79;not-interested
27638;male;64;no;2;yes;2630;73;not-interested
27639;female;48;no;2;yes;25070;299;not-interested
27640;female;23;no;1;yes;49467;188;not-interested
27641;male;25;yes;1;no;39107;183;not-interested
27642;female;25;yes;1;no;29643;278;not-interested
27643;male;46;no;2;yes;31514;261;not-interested
27644;male;24;no;2;yes;2630;25;not-interested
27645;male;45;no;2;no;36021;40;not-interested
27646;female;36;yes;2;no;31089;88;not-interested
27647;male;45;yes;2;no;27131;211;not-interested
27648;male;21;no;1;yes;37083;75;not-interested
27649;male;47;no;2;yes;27737;52;not-interested
27650;female;22;yes;1;no;39018;96;not-interested
27651;male;51;no;2;yes;42628;168;not-interested
27652;female;50;yes;2;no;82231;146;not-interested
27653;male;23;yes;1;no;55820;167;not-interested
27654;female;27;no;1;no;2630;36;not-interested
27655;male;24;yes;1;no;36550;215;not-interested
27656;male;39;no;2;yes;42111;46;interested
27657;female;54;no;2;no;26029;238;not-interested
27658;female;40;yes;2;no;2630;110;not-interested
27659;male;79;yes;2;no;43532;44;not-interested
27660;female;46;no;2;no;2630;161;not-interested
27661;male;48;no;2;yes;36763;148;not-interested
27662;female;28;no;1;yes;47778;289;not-interested
27663;female;34;no;2;yes;45114;66;interested
27664;female;52;no;2;yes;2630;14;not-interested
27665;male;28;no;1;no;2630;116;not-interested
27666;female;39;no;2;yes;37726;215;interested
27667;male;22;no;1;yes;20799;39;not-interested
27668;male;27;yes;1;no;24098;227;not-interested
27669;female;28;no;2;yes;2630;123;interested
27670;female;25;yes;1;no;20458;227;not-interested
27671;female;26;yes;1;no;21149;123;not-interested
27672;male;51;no;2;yes;22415;119;interested
27673;female;26;yes;1;no;28607;103;not-interested
27674;female;28;no;1;no;37246;228;not-interested
27675;female;25;yes;1;no;2630;222;not-interested
27676;female;23;yes;1;no;34743;271;not-interested
27677;female;32;no;2;yes;27503;262;interested
27678;male;25;yes;1;no;59651;230;not-interested
27679;male;40;no;2;yes;34575;200;interested
27680;female;65;no;2;yes;2630;35;not-interested
27681;female;60;no;2;yes;2630;13;interested
27682;male;25;yes;1;no;29105;28;not-interested
27683;male;24;no;2;yes;2630;173;not-interested
27684;male;54;no;2;yes;32609;174;not-interested
27685;male;37;no;2;yes;36168;211;not-interested
27686;female;55;yes;2;no;33820;51;not-interested
27687;female;24;no;1;yes;2630;173;not-interested
27688;male;48;no;2;yes;35151;271;interested
27689;female;44;no;2;yes;53272;13;not-interested
27690;male;64;yes;2;no;2630;89;not-interested
27691;male;70;yes;2;no;2630;26;not-interested
27692;female;27;yes;1;no;36805;294;not-interested
27693;female;24;yes;1;no;47512;285;not-interested
27694;female;29;yes;1;no;19421;265;not-interested
27695;male;49;no;2;yes;23101;114;not-interested
27696;male;30;no;1;no;2630;23;not-interested
27697;female;44;no;2;no;37996;232;not-interested
27698;male;39;yes;2;no;2630;235;not-interested
27699;female;74;no;2;no;23826;270;not-interested
27700;female;48;yes;2;no;2630;37;not-interested
27701;male;63;yes;2;no;2630;224;not-interested
27702;female;29;no;1;yes;2630;114;not-interested
27703;male;44;no;2;yes;27505;139;not-interested
27704;male;23;no;1;no;26545;256;not-interested
27705;male;68;no;3;yes;38879;114;interested
27706;female;25;yes;1;no;41216;110;not-interested
27707;female;28;yes;1;no;32095;259;not-interested
27708;female;27;no;1;yes;43457;35;not-interested
27709;female;28;yes;1;no;26563;91;not-interested
27710;female;24;yes;1;yes;32488;189;not-interested
27711;male;42;yes;2;no;82067;179;not-interested
27712;male;58;yes;2;yes;48904;149;not-interested
27713;female;23;yes;1;no;21508;113;not-interested
27714;male;22;yes;1;no;23746;138;not-interested
27715;female;23;yes;1;no;19406;187;not-interested
27716;female;67;no;2;yes;33349;95;interested
27717;female;45;no;2;yes;38225;97;interested
27718;female;71;no;2;yes;40469;159;not-interested
27719;male;60;no;2;yes;2630;244;not-interested
27720;female;45;yes;2;no;41531;279;not-interested
27721;male;20;no;1;yes;2630;70;not-interested
27722;male;21;no;1;yes;27850;59;not-interested
27723;male;23;yes;1;no;19859;100;not-interested
27724;male;27;yes;2;no;34080;97;not-interested
27725;male;48;yes;2;no;33199;63;not-interested
27726;female;23;no;1;yes;34006;16;not-interested
27727;female;23;yes;1;no;25777;273;not-interested
27728;female;75;no;2;yes;73914;106;not-interested
27729;male;44;no;2;yes;38108;47;interested
27730;male;44;no;2;no;33713;20;not-interested
27731;male;56;no;2;yes;2630;58;interested
27732;male;25;yes;1;no;59263;194;not-interested
