DATE,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
08/04/2013 00:00,52,45,16,41,800,39,7.1,1003.5,2.6,0,0,0
08/04/2013 01:00,39,45,14,52,700,35,6.8,1004.5,0.9,0,247.5,1.3
08/04/2013 02:00,51,22,12,54,600,39,9.6,1005.3,-11.7,0,292.5,6.2
08/04/2013 03:00,20,22,12,47,600,50,9.2,1005.7,-15.4,0,315,7.6
08/04/2013 04:00,25,148,12,36,300,99,8.2,1006.4,-18.7,0,315,6.4
08/04/2013 05:00,39,148,5,6,300,97,7.5,1007.2,-20.2,0,292.5,4.8
08/04/2013 06:00,36,136,7,7,300,97,7.5,1008.1,-19.2,0,315,4.6
08/04/2013 07:00,27,91,4,7,300,97,7.8,1008.7,-15.8,0,292.5,7.7
08/04/2013 08:00,20,121,5,9,300,93,8.9,1009.1,-14.2,0,292.5,7.8
08/04/2013 09:00,20,121,4,9,300,92,9.5,1009.1,-13.7,0,337.5,5.9
08/04/2013 10:00,17,94,3,8,300,97,10.4,1008.7,-12.3,0,292.5,6
08/04/2013 11:00,14,61,3,6,300,96,11.3,1008.8,-12.9,0,315,8.2
08/04/2013 12:00,13,104,3,5,300,101,12.2,1008.1,-12.2,0,292.5,5
08/04/2013 13:00,13,103,3,4,300,100,12.5,1008.1,-13.5,0,292.5,7.4
08/04/2013 14:00,11,95,3,4,300,99,11.9,1008.3,-14,0,292.5,8.6
08/04/2013 15:00,18,114,3,4,300,97,10.9,1008.7,-13.3,0,315,6.7
08/04/2013 16:00,23,247,3,8,300,94,11.3,1009.1,-14.5,0,292.5,7.3
08/04/2013 17:00,23,247,3,8,300,92,10.4,1009.9,-15.2,0,292.5,7
08/04/2013 18:00,23,289,3,8,300,93,9.6,1010.9,-15.1,0,292.5,5.6
08/04/2013 19:00,16,143,3,9,300,89,9.2,1011.8,-15.4,0,292.5,5.5
08/04/2013 20:00,21,124,3,13,300,93,8.7,1012.3,-13.7,0,315,7.3
08/04/2013 21:00,15,113,3,10,300,92,8.5,1012.5,-13.9,0,315,8.5
08/04/2013 22:00,12,171,3,9,300,94,7.8,1012.2,-12.6,0,270,6.8
08/04/2013 23:00,14,79,3,7,300,92,7.3,1012.2,-12,0,292.5,4.1
09/04/2013 00:00,12,64,3,6,300,90,7,1012.1,-11.2,0,292.5,7.6
09/04/2013 01:00,14,53,5,7,300,92,6.6,1012.1,-10.7,0,315,5.3
09/04/2013 02:00,13,35,5,7,300,91,6.4,1012.3,-10.8,0,292.5,5.7
09/04/2013 03:00,10,36,6,6,300,91,6,1013.2,-10.7,0,315,4.7
09/04/2013 04:00,10,21,6,7,300,91,5.7,1013.9,-11,0,315,3.7
09/04/2013 05:00,11,18,6,7,300,92,5.7,1014.7,-11,0,315,2.9
09/04/2013 06:00,5,12,6,7,400,94,6.4,1015.1,-11.3,0,292.5,5.6
09/04/2013 07:00,10,14,6,7,400,89,7.6,1015.9,-10.2,0,315,2.7
09/04/2013 08:00,13,16,5,11,400,88,7.9,1016.6,-10.5,0,315,6.5
09/04/2013 09:00,11,23,5,12,400,90,9,1017.1,-10,0,315,5.1
09/04/2013 10:00,14,35,5,8,300,92,9.6,1016.9,-10,0,315,7.1
09/04/2013 11:00,11,27,4,6,300,95,11.1,1016.4,-9.9,0,315,5.7
09/04/2013 12:00,11,27,4,6,300,97,11.4,1016.1,-10.2,0,292.5,4.1
09/04/2013 13:00,15,16,3,6,300,101,12.1,1016.3,-9.6,0,315,5.1
09/04/2013 14:00,13,26,3,6,300,102,11.8,1016,-9.9,0,292.5,5.4
09/04/2013 15:00,12,26,3,7,300,101,10.9,1015.9,-10.6,0,315,6.6
09/04/2013 16:00,14,30,4,10,300,96,10.6,1016.4,-9.2,0,315,5.9
09/04/2013 17:00,14,36,3,9,300,94,9.5,1016.8,-9.6,0,315,5.2
09/04/2013 18:00,13,40,4,11,400,92,8.6,1017.3,-9.4,0,292.5,3.9
09/04/2013 19:00,13,40,4,11,400,88,8.4,1018.2,-13.3,0,315,3.1
09/04/2013 20:00,15,21,4,15,400,84,7.9,1018.9,-13.1,0,315,1.9
09/04/2013 21:00,13,9,4,21,400,92,7.5,1019,-12.9,0,337.5,2.9
09/04/2013 22:00,8,9,3,17,400,86,6.8,1019.1,-12.4,0,315,3.2
09/04/2013 23:00,11,14,4,19,400,77,6.3,1018.8,-11.4,0,315,2.6
10/04/2013 00:00,15,19,3,24,400,72,5.8,1018.5,-11.3,0,337.5,3.8
10/04/2013 01:00,14,20,4,25,400,71.5428,5.3,1018.2,-10.9,0,315,2.6
10/04/2013 02:00,13,19,4,22,400,51.8364,5.3,1017.9,-10.5,0,292.5,3.6
10/04/2013 03:00,12,18,7.14,19,NA,NA,5.1,1017.7,-9.9,0,292.5,4.6
10/04/2013 04:00,12,22,7,22,300,70.9002,4.9,1017.6,-9.3,0,315,3.1
10/04/2013 05:00,11,18,7,18.2717,300,70.4718,4.5,1017.6,-9,0,315,2.7
10/04/2013 06:00,11,16,6,18,300,73.6848,5.8,1017.7,-9.3,0,315,2.7
10/04/2013 07:00,9,12,6,16,400,71.3286,6.9,1017.6,-9.5,0,315,4.7
10/04/2013 08:00,12,16,7,19,400,70.0434,8.3,1017.4,-9.6,0,315,3.4
10/04/2013 09:00,15,16,7,14,400,81.1818,9.6,1017.1,-10,0,315,6
10/04/2013 10:00,14,15,7,14,300,90.3924,10.4,1016.3,-9.9,0,315,4.6
10/04/2013 11:00,14,20,5,7,300,89.5356,11.2,1015.1,-11.6,0,337.5,3.7
10/04/2013 12:00,9,16,5,10,300,87.6078,11,1014.3,-11.8,0,315,6
10/04/2013 13:00,17,24,4,7,300,94.0338,11.2,1014,-10.4,0,337.5,3.3
10/04/2013 14:00,16,23,3,6,300,92.7486,12,1013.2,-10.3,0,0,6.2
10/04/2013 15:00,12,70,3,6,300,94.0338,12,1012.6,-11,0,337.5,5
10/04/2013 16:00,13,15,3,11,200,110.9556,12,1012.4,-12.4,0,22.50,3.6
10/04/2013 17:00,12,15,3,13,300,106.8858,11.2,1012.8,-13,0,22.50,1.9
10/04/2013 18:00,13,29,3,17,300,103.0302,10.5,1013.2,-12.9,0,337.5,1.5
10/04/2013 19:00,15,25,3,22,300,97.0326,9.2,1013.8,-13.9,0,337.5,1.7
10/04/2013 20:00,18,31,4,39,500,74.97,7.8,1014.5,-11.6,0,270,1.2
10/04/2013 21:00,31,45,5,61,700,44.1252,6.1,1014.9,-11.1,0,270,1
10/04/2013 22:00,23,43,5,81,800,17.5644,4.7,1015,-10.6,0,270,0
10/04/2013 23:00,23,43,5,82,1000,5.5692,3.8,1015.1,-9.9,0,270,0.5
11/04/2013 00:00,30,55,8,86,1000,5355,3.5,1015.2,-8.5,0,270,0.7
11/04/2013 01:00,30,49,6,85,1000,4284,6.5,1015.2,-11.2,0,315,2.1
11/04/2013 02:00,31,58,7,89,1100,4.4982,6.4,1015.1,-10.8,0,315,1.5
11/04/2013 03:00,31,56,9,95,800,3.6414,6.2,1015.1,-10.6,0,292.5,2.3
11/04/2013 04:00,27,53,10,90,700,3213,6.1,1015.2,-11.1,0,292.5,2.8
11/04/2013 05:00,20,51,11,86,700,3213,5.6,1015.6,-11.5,0,292.5,2.2
11/04/2013 06:00,20,40,16,85,800,7.0686,7.6,1016.4,-11.7,0,315,1.5
11/04/2013 07:00,21,40,18,77,1200,15.8508,9.1,1016.4,-12.1,0,337.5,2.8
11/04/2013 08:00,25,56,20,67,900,42.6258,10.4,1016.8,-12.3,0,315,4.1
11/04/2013 09:00,26,34,20,54,600,88.6788,11.7,1016.6,-11.9,0,315,5.3
11/04/2013 10:00,14,22,14,25,500,100.4598,12.4,1015.9,-11.3,0,315,4.6
11/04/2013 11:00,12,25,8,13,400,109.4562,13.9,1015,-12.4,0,337.5,4.7
11/04/2013 12:00,13,26,8,10,NA,115668,15.1,1014.2,-13.2,0,315,4.2
11/04/2013 13:00,19,28,6,8,300,119.7378,15.5,1013.4,-13.8,0,0,4.5
11/04/2013 14:00,15,19,5,7,300,128.0916,16.7,1012.4,-12.9,0,22.50,2.7
11/04/2013 15:00,10,16,2856,5.5431,NA,130662,16.7,1011.8,-14,0,22.50,2.8
