Tom has two girlfriends.	Tom tiene dos novias.
Open your mouth.	Abri la boca.
A lion is strong.	El leon es fuerte.
I'd appreciate it if you would turn off the lights.	Agradeceria que apagaras la luz.
I have one sister.	Yo tengo una hermana.
What do you usually have for breakfast?	¿Que tomas para desayunar?
I'll read the book.	Leere el libro.
There must be a pattern.	Debe haber un patron.
Any paper will do.	Cualquier papel sirve.
When do you play tennis?	¿Cuando juegas al tenis?
Everywhere you look you can see children playing.	Dondequiera que mires podras ver ninos jugando.
I needed this.	Yo necesite esto.
I hate cats.	Odio los gatos.
I've been alone on this island for three years.	He estado sola en esta isla por tres anos.
Tom encouraged Mary to buy a hybrid car.	Tom animo a Mary a comprar un coche hibrido.
You must consider what kind of work you want to do.	Deberias pensar que clase de trabajo quieres hacer.
I've seen this before.	He visto esto antes.
Enjoy your vacation.	Disfruta de tus vacaciones.
I wish I were younger.	Ojala yo fuera mas joven.
I have a stomachache.	Me duele la panza.
I can't wait to go on a vacation.	No puedo esperar para salir de vacaciones.
As soon as it stopped raining a beautiful rainbow appeared.	En cuanto dejo de llover, aparecio un bonito arco iris.
We're dancing.	Estamos bailando.
I'm sleepy!	¡Tengo sueno!
What do you want me to tell Tom?	¿Que quieres que le diga a Tom?
I saw him three years ago.	Le vi hace tres anos.
You'll stay here tonight.	Te quedaras aqui esta noche.
Put a mark on this page.	Ponga una marca en esta pagina.
He spoke of party unity.	El hablo de la unidad del partido.
What Tom really wanted was to be happy.	Lo que Tom verdaderamente queria era ser feliz.
Where did you hide?	¿Donde te escondiste?
I've done it before.	Ya lo he hecho antes.
The importance of music is underrated.	La relevancia de la musica es subestimada.
That box is made of wood.	Este cajon es de madera.
He has transmitted all his knowledge to his son.	El le trasmitio todo su conocimiento a su hijo.
She refused my invitation.	Ella declino mi invitacion.
Whatever can go wrong will go wrong.	Lo que pueda ir mal, ira mal.
I want a friend.	Quiero tener un amigo.
Tom was somewhat doubtful.	Tom estaba algo dudoso.
Does anybody live here?	¿Vive alguien aqui?
You may get it free of charge.	Podrias recibirlo gratis.
There is no predicting what may happen.	No se puede predecir que ira a ocurrir.
The dog walked backward.	El perro caminaba para atras.
Let me take your blood pressure.	Dejame tomarte la presion.
Tom told Mary an interesting story.	Tom le conto a Mary una interesante historia.
What do you do after school?	¿Que haces despues de clase?
He cheated me.	El me engano.
Tom is in.	Tom esta dentro.
Generally speaking, Americans like coffee.	En general a los estadounidenses les gusta el cafe.
Tom and Mary went into the kitchen.	Tom y Mary fueron a la cocina.
I'm afraid to go alone.	Tengo miedo de ir solo.
I can take a message.	Puedo tomar un recado.
There's a hole in the bottom of the bucket.	Hay un agujero en el fondo del balde.
Tom is a freelance writer.	Tom es escritor freelance.
You like her, don't you?	Te gusta, ¿verdad?
You need to talk to me.	Tienes que hablar conmigo.
I know it means a lot to Tom.	Se que significa mucho para Tom.
The doctor examined the patient.	El medico examino al paciente.
He has guts.	El tiene agallas.
Do you know a good restaurant?	¿Conoce un buen restaurante?
It is of great value.	Es de gran valor.
Please repair the car.	Por favor, repare el auto.
How far is it to the airport?	¿A que distancia esta el aeropuerto?
Tom has some money stashed away.	Tom tiene algun dinero escondido.
Let's wait here till he comes back.	Esperemos aqui hasta que vuelva.
You're old.	Estas vieja.
I can take the bus.	Puedo coger el autobus.
I swim almost every day in the summer.	En verano nado casi todos los dias.
I don't want to scare you.	No quiero asustarte.
Tom was tortured and murdered.	Tom fue torturado y asesinado.
I told Tom to go.	Le dije a Tom que se fuera.
You're opportunistic.	Eres oportunista.
Why are you so paranoid?	¿Por que esta tan paranoico?
Tom has more money than brains.	Tomas tiene mas dinero que cerebro.
Tom said that he couldn't vouch for Mary.	Tom dijo que no ponia la mano en el fuego por Mary.
I met him then for the first time.	En ese momento lo conoci.
Can I be excused?	¿Me permiten?
Tom's house burned down.	La casa de Tom se quemo.
He speaks really well.	El habla realmente bien.
Tom is creepy.	Tom es repugnante.
That doesn't change anything.	Eso no cambia nada.
My money seems to disappear by the end of the month.	Mi dinero parece desaparecer para el final de mes.
It's my duty to help you.	Es mi obligacion ayudarte.
Tom thinks he loves Mary more than John loves Alice.	Tom piensa que el ama a Mary mas de lo que John ama a Alice.
I don't know when my father will come back.	No se cuando regresara mi padre.
Tom looked very sad.	Tom se veia muy triste.
Everyone says that he's a good man.	Todo el mundo dice que el es un buen hombre.
After we had tea, we began the discussion.	Despues de tomar el te, empezamos una discusion.
What would you like to buy? I would like to buy a dog.	¿Que te gustaria comprar? Me gustaria comprar un perro.
She thought she could get him to like her.	Ella penso que podria conseguir gustarle.
Smiles do not always indicate pleasure.	Las sonrisas no siempre indican placer.
I need a bag. Will you lend me one?	Necesito una bolsa. ¿Me puedes prestar una?
You do not have a good memory.	Tu no tienes una buena memoria.
The game was postponed because of the bad weather.	El partido se pospuso a causa del mal tiempo.
Robots have taken the place of men in this factory.	Los robots han tomado el lugar de los hombres en esta fabrica.
We're waiting to hear from Tom.	Estamos a la espera de saber de Tom.
This is from Australia.	Esto es de Australia.
We have other things to do.	Tenemos otras cosas que hacer.
Now it's your turn.	Ahora es tu turno.
I was aware of that.	Estaba enterado de eso.
I don't know anything yet.	No se nada todavia.
I didn't expect you to turn up here.	No esperaba que te presentaras aqui.
I went to the library.	Fui a la biblioteca.
How exactly did Tom die?	¿Como murio Tom exactamente?
Please help me take this lid off.	Ayudeme a sacar esta tapa, por favor.
Who's coming with me?	¿Quien viene conmigo?
Somebody else might get hurt.	Alguien mas podria resultar herido.
The problem remains unsolved.	El problema sigue sin resolverse.
Can you verify that?	¿Puedes verificar eso?
You must be more careful from now on.	Tenes que ser mas cuidadoso de ahora en adelante.
It may rain in the afternoon.	Podria llover a la tarde.
I mistook you for your sister when I first saw you.	Te confundi con tu hermana la primera vez que te vi.
Tom asked the waiter for a menu.	Tom le pidio un menu al mesero.
Thank you for the Christmas gift.	Muchas gracias por su obsequio de navidad.
You're not the only one who has had problems with Tom.	No sos el unico que tuvo problemas con Tom.
I can ride a bicycle.	Yo puedo andar en bicicleta.
I'm going to tell you something.	Voy a decirte algo.
Be careful not to burn yourself.	No te vayas a quemar.
When I woke up, it was snowing.	Cuando me desperte, estaba nevando.
I didn't have to move it.	No tuve que moverlo.
I take it for granted that people are honest.	Doy por sentado que la gente es honesta.
If you want, you can go.	Si quereis, podeis ir.
I asked Tom to stay.	Le pedi a Tom que se quedase.
You're overconfident.	Eres arrogante.
I went home to change my clothes.	Me fui a casa a cambiarme de ropa.
I told Tom the reason why I wouldn't be able to go.	Le conte a Tom la razon por la que no podria ir.
I spent the whole afternoon trying to avoid Tom.	Me pase toda la tarde intentando evitar a Tom.
We import a lot of things from Australia.	Importamos un monton de cosas de Australia.
He advised us against doing it.	Nos aconsejo que no lo hicieramos.
You do not have to do it now.	No tienes que hacerlo ahora.
What time do we get to San Francisco?	¿A que hora llegamos a San Francisco?
Tom wants to learn boxing, but his mother thinks it's too dangerous.	Tom quiere aprender a boxear, pero su madre cree que es demasiado peligroso.
I don't think it's necessary for us to do that.	No creo que tengamos que hacer eso.
I had an idea.	Tuve una idea.
My apartment is not far from here.	Mi departamento no queda lejos de aqui.
I was kicked out of high school.	Me expulsaron de la secundaria.
Losing my daughter has taken away my will to live.	La perdida de mi hija me quito las ganas de vivir.
I think I've seen you around.	Creo que te he visto por aqui.
The teacher wrote English sentences on the blackboard.	El profesor escribio frases en ingles en la pizarra.
These flowers are dying.	Estas flores estan muriendo.
There's nothing I can do about it.	No hay nada que pueda hacer al respecto.
When was the last time you chewed tobacco?	¿Cuando fue la ultima vez que masticaste tabaco?
We'll have to pull an all-nighter.	Tendremos que trasnochar.
I'll give you this pendant.	Te dare este colgante.
They were grieved by the illness of their aunt.	Estaban apenados por la enfermedad de su tia.
I don't dream.	Yo no sueno.
Which of them can sing better?	¿Quien de ellos canta mejor?
I had never seen so much money.	Nunca habia visto tanto dinero.
What's the message?	¿Cual es el mensaje?
I'm waiting for my boyfriend.	Estoy esperando a mi novio.
You make me laugh.	Me haces reir.
Does he go to work by bus?	¿El va en colectivo al trabajo?
He has no house to live in.	El no tiene un hogar donde vivir.
It is high time I was going.	Ya es hora de que vaya yendo.
I knew every one of those guys.	Conocia a cada uno de estos tipos.
I'm allergic to cigarette smoke.	Soy alergico al humo de cigarro.
What time do you usually go to bed?	¿A que hora te sueles acostar?
Tom couldn't remember what Mary had told him to do.	Tom no se podia acordar de que le habia dicho Mary que hiciera.
We painted the door green.	Hemos pintado de verde la puerta.
Franklin Roosevelt became president in 1933.	Franklin Roosevelt se hizo presidente en 1933.
I am to blame.	Yo tengo la culpa.
He started learning English at the age of eleven.	Empezo a aprender ingles a los once anos.
Everyone except Tom was wearing a tie.	Todos llevaban corbata, menos Tom.
Flight 101 from Paris arrived one hour ahead of time.	El vuelo 101 proveniente de Paris llego una hora antes de tiempo.
My grandfather likes to walk.	A mi abuelo le gusta andar.
He left the office without saying a word to anyone.	El salio de la oficina sin decirle nada a nadie.
Last night was unusually cold.	La pasada noche fue inusualmente fria.
She never thinks about him.	Ella nunca piensa en el.
There's nothing more to say.	No hay nada mas que decir.
He killed that man.	El mato a ese hombre.
I would like something to drink.	Me gustaria algo para tomar.
This book is for you.	Este libro es para usted.
Why is this happening to us?	¿Por que nos esta pasando esto a nosotros?
Did you make it yourself?	¿Lo has hecho tu sola?
Tom wanted to pull the trigger, but couldn't.	Tom quiso apretar el gatillo, pero no pudo.
The crown of this hat is too high.	La copa de este sombrero es demasiado alta.
I don't cry easily.	Yo no lloro facilmente.
I need to quit.	Necesito dejarlo.
We made some stupid mistakes.	Cometimos algunos estupidos errores.
They heard it on the radio.	Ellos lo oyeron por la radio.
Winning isn't everything.	Ganar no lo es todo.
Tom said he had to work on Saturday.	Tom dijo que tenia que trabajar el domingo.
There's a magazine in my room.	Hay una revista en mi habitacion.
Is that good or bad?	¿Eso es bueno o malo?
Fear infects and corrupts everything it touches.	El miedo infecta y corrompe todo lo que toca.
Tom boiled some water.	Tom puso a hervir algo de agua.
Don't you have a meeting?	¿No tenes una reunion?
Just get down here.	Limitate a bajar por aqui.
Which of you will come with me?	¿Cual de ustedes vendra conmigo?
Tom didn't run.	Tom no corrio.
Time is up.	Se acabo el tiempo.
She is almost as tall as you.	Casi es tan alta como tu.
Lunch is at noon.	El almuerzo es al mediodia.
Is there something you need?	¿Hay algo que necesites?
Tom feels much better now.	Tom se siente mucho mejor ahora.
I'll get you out of this horrible situation.	Te sacare de este horrible trance.
Let me give you a hug.	Deje que le de un abrazo.
When he arrived, I was making coffee.	Cuando llego yo estaba haciendo cafe.
He is the very man I want.	El es justo el hombre que quiero.
We lost by a score of three to one.	Perdimos con el marcador tres a uno.
Let's say no more about it.	No hablemos mas sobre ello.
He went to Brazil and stayed there.	Fue a Brasil y se quedo alli.
We're running late.	Vamos con retraso.
The first phase of construction has been completed.	Se ha completado la primera fase de la construccion.
His aunt takes care of his dog during the day.	Su tia cuida de su perro durante el dia.
It seems that the children will have to sleep on the floor.	Parece que los ninos deberan dormir en el piso.
We're going to travel to Estonia at the end of next month.	Vamos a viajar a Estonia a finales del proximo mes.
I was just about to go home.	Estaba a punto de irme a casa.
Do you always have coffee with your breakfast?	¿Siempre bebes cafe en el desayuno?
Did Tom ask about me?	¿Pregunto Tom por mi?
I've often heard about you.	He oido a menudo sobre ti.
Tom doesn't want to take part in the ceremony.	Tom no quiere participar en la ceremonia.
I think it's time for me to turn off the TV.	Creo que es hora de que apague la television.
It appears that she has a secret.	Parece que ella esta guardando un secreto.
I must apologize for not having written for such a long time.	Debo disculparme por no haber escrito durante tanto tiempo.
Do you like English?	¿Os gusta el ingles?
People like you are never happy.	La gente como vos nunca es feliz.
I'm color-blind.	Soy daltonico.
I pretended that I didn't know Tom.	Hice como si no conociera a Tom.
I didn't go to school yesterday.	No fui a la escuela ayer.
What do Japanese students usually eat for lunch?	¿Que comen de almuerzo comunmente los estudiantes japoneses?
I hate it when there are a lot of people.	Odio cuando hay mucha gente.
She is about my age.	Ella es mas o menos de mi misma edad.
I made a bad mistake on the test.	Cometi un serio error en la prueba.
Fortunately, my son quickly adjusted to life in his new school.	Afortunadamente, mi hijo se adapto rapidamente a su nueva escuela.
It looks like Tom's been busy.	Parece que Tom ha estado ocupado.
I moved out of my parent's house to live on my own.	Deje la casa de mis padres para vivir por mi cuenta.
This toy is for boys.	Este juguete es para ninos.
What's happened to the light?	¿Que ha pasado con la luz?
The widow was dressed in black.	La viuda estaba vestida de negro.
I often listen to sad songs.	A menudo escucho canciones tristes.
He has had a long teaching career.	Ha tenido una larga trayectoria como profesor.
You're lucky Tom didn't come.	Tienes suerte de que Tom no haya venido.
Keep talking.	Continue hablando.
Tom couldn't hide his feelings from Mary.	Tom no podia ocultar sus sentimientos por Mary.
I don't want you to tell Tom.	No quiero que le digas a Tom.
Tom ate all the bread, so there is none left.	Tom se comio todo el pan, asi que no queda ninguno.
She used to wash her hair before going to school.	Ella acostumbraba lavar su cabello antes de ir a la escuela.
I was always a loner.	Yo siempre fui una persona solitaria.
I got it for free.	Lo consegui gratis.
This hall holds 2,000 people.	Esta sala puede albergar a dos mil personas.
I don't like wine.	No me gusta el vino.
Both claims are false.	Ambas afirmaciones son falsas.
Twist that knob to the right and the box will open.	Gira aquella perilla hacia la derecha y la caja se abrira.
I'd like to work at the cafeteria.	Quisiera trabajar en la cafeteria.
The cat caught a mouse.	El gato atrapo a un raton.
He will come back when he gets hungry.	El va a volver cuando tenga hambre.
Tell Tom I'm not interested in the car he's trying to sell.	Decile a Tom que no estoy interesada en el auto que esta intentado vender.
It has been raining since last Sunday.	Ha estado lloviendo desde el domingo pasado.
Let's get divorced.	Divorciemonos.
What time do you usually go to bed?	¿A que hora te vas a dormir a diario?
I'll meet her tomorrow.	Me reunire con ella manana.
One stayed and the other went away.	Uno se quedo y el otro se fue.
Roses are my favorite flowers.	Las rosas son mis flores favoritas.
Are you telling the truth?	¿Estas diciendo la verdad?
This is a triangle.	Esto es un triangulo.
I want to be an honest person.	Quiero ser una persona honesta.
Everything that could go wrong has gone wrong.	Todo lo que podia salir mal ha salido mal.
I think that they're a lot of fun.	Yo pienso que ellos son muy divertidos.
How much beer people drink largely depends on the weather.	Que tanta cerveza tome la gente depende en buena parte del clima.
How was your honeymoon?	¿Como fue tu luna de miel?
Can I ask a favor?	¿Puedo pedir un favor?
Old people need someone to talk to.	Los ancianos necesitan a alguien con quien conversar.
Be respectful.	Se respetuoso.
All beginnings are difficult.	Todos los comienzos son dificiles.
Tom was charged with drunken driving after he was involved in a car accident in Boston.	Acusaron a Tom de conducir bajo los efectos del alcohol tras estar implicado en un accidente de trafico en Boston.
I've never had that problem before.	Jamas he tenido ese problema antes.
I'm inviting you.	Te estoy invitando.
He reached his goal.	El alcanzo su meta.
Tom works for the government.	Tom trabaja para el Gobierno.
You worked a lot this week.	Has trabajado mucho esta semana.
I have been to India.	He estado en la India.
They helped Tom.	Ellas ayudaron a Tom.
Let me explain why.	Deja que te lo explique.
I don't approve of his decision.	No apruebo su decision.
The duke holds a lot of land.	El duque tiene muchas tierras.
Raise your hand if you have a question.	Levanta la mano si tienes alguna pregunta.
I'm amazed at his nerve.	Me admira su descaro.
She is not tall.	Ella no es alta.
Eighteen minutes later, the battle was over.	Dieciocho minutos despues, la batalla habia terminado.
The ballon burst.	El balon revento.
You heard correctly.	Ha oido bien.
I've been out running around all day.	He andado todo el dia.
I'm three years younger than he is.	Yo soy tres anos mas joven que el.
Tom didn't expect that Mary would be able to play the harp so well.	Tom no esperaba que Mary pudiera tocar tan bien el harpa.
I don't want to resign my job at present.	No quiero dimitir de mi trabajo de momento.
I'm afraid your request for a pay raise was turned down again.	Me temo que su solicitud para un aumento fue rechazada otra vez.
Is that why you were late?	¿Por eso llegas tan tarde?
They go camping every summer.	Ellos se van de camping todos los veranos.
It failed.	No lo consiguio.
She has a bike.	Ella tiene una bicicleta.
He removed his shirt.	El se quito la camisa.
I got left behind.	Me dejaron atras.
Whose friend are you?	¿Amigo de quien eres?
Four ideas were proposed.	Se propusieron cuatro ideas.
Don't drink any alcohol.	No bebais nada de alcohol.
Her kindness gave me a lump in my throat.	Su bondad hizo que se me pusiera un nudo en la garganta.
I have been waiting for a long time.	Llevo mucho tiempo esperando.
I love you both.	Las quiero a ambas.
I'd like to study French, but I don't have the time.	Quiero estudiar frances, pero no tengo tiempo.
Let's walk a little faster.	Caminemos un poco mas rapido.
I can make it in two hours.	Puedo hacerlo en dos horas.
Please don't compare me with my brother.	Por favor no me compares con mi hermano.
You must apologize to her for coming late.	Debes disculparte con ella por venir tarde.
What's it about?	¿De que se trata?
Tom is a plumber.	Tom es un plomero.
Tom dumped Mary.	Tom abandono a Mary.
Did you say something?	¿Has dicho algo?
Don't put anything on top of the box.	No apoyes nada sobre la caja.
She has no figure.	No tiene tipo.
Tom knows I'm Canadian.	Tom sabe que soy canadiense.
I can't understand why he left so suddenly.	No puedo entender por que se fue tan de repente.
Please open the window.	Por favor, abre la ventana.
She acted as a guide.	Ella hizo de guia.
Who is on the train?	¿Quien esta en el tren?
I was in Boston last summer.	Yo estaba en Boston el verano pasado.
I've met her before, but I can't place her.	La conozco de algo, pero no la situo.
My older brother knows how to drive.	Mi hermano mayor sabe conducir.
Don't be too hard on yourself.	No seas tan duro contigo mismo.
I've always admired Tom.	Siempre he admirado a Tom.
Tom has convinced me.	Tom me convencio.
I am Japanese.	Soy japones.
He told us a very exciting adventure story.	El nos conto una fabulosa historia de aventuras.
How much do I owe you?	¿Cuanto te debo?
I wanted Tom to stop.	Queria que Tom parara.
I haven't seen you for ages.	No te he visto hace una eternidad.
It's difficult to help people that don't want your help.	Es dificil ayudar a la gente que no quiere tu ayuda.
Tom never knew Mary.	Tom nunca conocio a Mary.
As far as I'm concerned, I have no complaint.	En lo que a mi respecta, no tengo quejas.
He fixed the blame on his friends.	Les echo la culpa a sus amigos.
Tom was vacuuming the rug while Mary was mopping the kitchen floor.	Tom pasaba la aspiradora a la alfombra mientras Mary fregaba el suelo de la cocina.
I know Tom wouldn't leave me stranded.	Se que Tom no me dejaria colgada.
It's been a pleasure.	Fue un placer.
You have to speak English.	Tienes que hablar ingles.
How did you get to know her?	¿Como llegaste a conocerla?
Tell her that I am fishing.	Dile que estoy pescando.
I used to listen to English programs.	Solia escuchar programas en ingles.
We must work as long as we live.	Mientras vivamos, debemos trabajar.
Don't sit down on the sofa.	No se sienten en el sofa.
He apologized to the employee.	Se disculpo con el empleado.
I don't want to be intrusive, but is everything all right?	No quiero sonar entrometido, pero ¿esta todo bien?
That's why Tom doesn't have a girlfriend.	Por eso Tom no tiene novia.
You should've eaten some cake.	Deberias haber probado la tarta.
Let's dance.	Bailemos.
We'd like a beer. Just one beer?	Quisieramos una cerveza. ¿Solo una cerveza?
He had his license taken away because of reckless driving.	Le retiraron el carne de conducir debido a su conduccion temeraria.
This river becomes shallow at that point.	El rio se vuelve poco profundo en ese punto.
I want to see them again.	Quiero volver a verlos.
Tom is very thorough.	Tom es muy detallista.
Tom switched off the light.	Tomas apago la luz.
Her books sell pretty well.	Sus libros se venden muy bien.
The letter was signed by Tom.	La carta fue firmada por Tom.
Tom doesn't know that I'm Canadian.	Tom no sabe que yo soy canadiense.
The school awarded Mary a prize.	La escuela le otorgo un premio a Mary.
Japan is not as large as Canada.	Japon no es tan grande como Canada.
Let's go!	Vamos.
I'll give you a piece of good advice.	Te dare un buen consejo.
I arranged catering for tomorrow's party.	Prepare el catering para la fiesta de manana.
I don't want to be up all night.	No quiero estar levantado toda la noche.
To tell the truth, I don't like his way of living.	A decir verdad, no me agrada su manera de vivir.
I like English very much.	Me gusta mucho el ingles.
I turned over the business to my son.	Le entregue el negocio a mi hijo.
This isn't for sale.	Esto no esta a la venta.
Did Tom talk to Mary?	¿Ha hablado Tom con Mary?
I'm not sleeping.	No estoy durmiendo.
I expect much of him.	Espero mucho de el.
I often see him.	Yo le veo a menudo.
You can come.	Puedes venir.
Why didn't you tell me the truth?	¿Por que no me dijiste la verdad?
I'll keep it in mind.	Lo tendre en cuenta.
My parents aren't home.	Mis padres no estan en casa.
I could be away for some time.	Podria estar lejos por un tiempo.
Tom often has headaches.	Tom a menudo tiene dolores de cabeza.
You are young. I, on the other hand, am very old.	Tu eres joven. Yo, por el contrario, soy muy vieja.
Sorry, but that's not what I ordered.	Lo lamento, pero eso no es lo que ordene.
I am staying with my uncle in Tokyo.	Me estoy quedando donde mi tio en Tokio.
We adopted a child.	Adoptamos a un nino.
Tom wore gloves to avoid leaving his fingerprints on the murder weapon.	Tom llevaba puesto guantes para evitar dejar sus huellas digitales en el arma del asesinato.
Do you want me to open the window?	¿Quieres que abra la ventana?
Where will we eat?	¿Donde vamos a comer?
Have you finished reading that book yet?	¿Ya terminaste de leer ese libro?
The dog is beautiful.	El perro es hermoso.
What do you remember?	¿Que recuerdas?
Why did you do that?	¿Por que lo has hecho?
My palms were sweaty.	Mis palmas sudaban.
I wasn't in time for school this morning.	No llegue a tiempo al colegio esta manana.
I never for a moment imagined that I'd be able to meet so many famous people.	Nunca me imagine ni por un momento que yo podria conocer a tanta gente famosa.
He couldn't sleep because of the noise outside his window.	El no podia dormir por el ruido afuera de su ventana.
He has a maid.	El tiene una mucama.
Please forgive me for not having written for a long time.	Por favor, perdoname por no haberte escrito en tanto tiempo.
She will have to cook for everyone.	Ella tendra que cocinar para todos.
Are you in a hurry?	¿Vas apresurado?
The only thing that matters to Tom is how much money he makes.	Lo unico que le importa a Tom es cuanto dinero gane.
Get back before midnight, or you will be locked out.	Vuelve antes de la medianoche o te vas a quedar encerrado afuera.
She asked him to marry her because he wouldn't ask her.	Ella le pidio que se casaran porque el no le pedia.
I care for you a great deal.	Me importas mucho.
Both my brothers are married, but my sisters are all single.	Mis dos hermanos estan casados, pero todas mis hermanas son solteras.
When was the last time it rained here?	¿Cuando fue la ultima vez que llovio aqui?
Do you think Tom is guilty?	¿Pensas que Tom es culpable?
He is in poor health.	El tiene mala salud.
Do you believe in angels?	¿Crees en los angeles?
Come out here.	Sal aqui.
Did you remember to turn off the gas?	¿Se acordo de cerrar el gas?
Does anyone speak English?	¿Alguien habla ingles?
I met him by chance on the train this morning.	Me encontre con el por casualidad en el tren esta manana.
To our surprise, Tom came to our party with Mary.	Para nuestra sorpresa, Tom vino con Mary a nuestra fiesta.
I doubt if he will come on time.	Dudo si el llegara a tiempo.
They shouted for help.	Ellos gritaron pidiendo ayuda.
It has begun.	Comenzo.
I'm sure you're doing all you can.	Estoy seguro de que estas haciendo todo lo que puedes.
My income is twice as large as yours is.	Mis ingresos son el doble que los tuyos.
They're in a singing group.	Ellos estan en un grupo de canto.
You know I have to go.	Saben que me tengo que ir.
Tom was forced to make a radical decision.	Tom se vio forzado a tomar una decision radical.
I won't abandon you.	Yo a ti no te dejare.
I think you're going to survive.	Creo que sobreviviras.
You remember that, don't you?	¿Se acuerda de eso, verdad?
He speaks as if he were an expert.	El habla como si fuera un experto.
Tom didn't have any children.	Tom no tuvo ningun hijo.
How does this work?	¿Como funciona eso?
My watch says 2:30.	Mi reloj tiene las dos y media.
It was not long before we met again by chance.	No paso mucho antes que nos encontraramos casualmente otra vez.
Tom and Mary love each other.	Tom y Mary se aman.
I thought it was a mistake to go talk to Tom about that.	Me parecio que fue un error ir a hablar con Tom acerca de eso.
He has an electrical equipment factory.	Tiene una fabrica de material electrico.
You are too young to travel alone.	Eres demasiado joven para viajar solo.
He is the last person I want to see now.	El es la ultima persona a la que deseo ver ahora.
What's the spiciest thing you've ever eaten?	¿Que es lo mas picante que has comido nunca?
How would you analyze the situation?	¿Como analizarias la situacion?
Do you have beer?	¿Tienes cerveza?
Call the police!	¡Llamen a la policia!
I want to stay for several days.	Quiero quedarme un par de dias.
My dog ate it.	Se lo comio mi perro.
I don't want to do it again.	No quiero volver a hacerlo.
Tom leaned over to put on his shoes.	Tom se inclino para ponerse sus zapatos.
Tom decided it wasn't his job to tell Mary about what John had done.	Tom decidio que no era cosa suya decirle a Mary lo que John habia hecho.
Tom has athlete's foot.	Tom tiene pie de atleta.
Tom is a conservative.	Tom es conservador.
She helped cook lunch.	Ayudo a preparar la comida.
The water's very hot.	El agua esta muy caliente.
You can't control everything.	No podeis controlarlo todo.
I'll either write to you or phone you next week.	Te escribire o te llamare la proxima semana.
Tom had the same problem.	Tom tenia el mismo problema.
I was about to suggest the same thing.	Estaba a punto de sugerir lo mismo.
Nothing seemed out of the ordinary.	No parecia haber nada fuera de lo normal.
Which car is theirs?	¿Que coche es el de ellos?
My father allowed me to go swimming.	Mi padre me permitio ir a nadar.
Is that too much to ask?	¿Es eso mucho pedir?
Please take me across the river.	Por favor llevame al otro lado del rio.
It was in 1912 that the Titanic sank during her first voyage.	Fue en 1912 que el Titanic se hundio durante su primer viaje.
That's why I told you not to go by yourself.	Por eso te dije que no fueras sola.
Please turn on the radio.	Enciende la radio, por favor.
There is an urgent need for water.	Se requiere agua con urgencia.
The ship changed its course.	El barco cambio de rumbo.
I had to give Tom time to think about it.	Tuve que darle tiempo a Tom para pensarlo.
He was popular with voters.	El era popular entre sus electores.
Tom ate all the bread that I bought yesterday.	Tom se comio todo el pan que compre ayer.
I'm fully recovered.	Estoy completamente recuperado.
I can't allow this.	No puedo permitir esto.
Why are you dancing?	¿Por que estais bailando?
She wouldn't speak to him.	Ella no hablaria con el.
I've got to find Tom.	Tengo que encontrar a Tom.
I'll accept your offer.	Aceptare tu oferta.
I'll bring the book back to you tomorrow.	Te traere el libro de vuelta manana.
Today I came to work by car.	Hoy he venido a trabajar en coche.
We forgot to lock the door.	Nos olvidamos de trancar la puerta.
Let go of your hate.	Liberate de tu odio.
Does it look cloudy today?	¿Hoy parece estar nublado?
I think it's time for me to return to Boston.	Creo que es hora de que vuelva a Boston.
He is anxious to go with you.	El esta deseando ir contigo.
You'll see.	Ya veras.
She doesn't know how to swim.	No sabe nadar.
You've certainly been busy.	Has estado ocupado en serio.
This is really great.	Esto es fabuloso.
Tom and Mary both looked at John.	Tom y Maria miraron a John.
This bird can't fly.	Este pajaro no puede volar.
Tom wanted to meet you.	Tom queria conocerles.
Toyota's new car sports a hefty price tag.	El nuevo coche de Toyota luce una etiqueta de considerable precio.
I have a book about fishing.	Tengo un libro de pesca.
Didn't it occur to you to shut the windows?	¿No se os ha ocurrido cerrar las ventanas?
Many people do this.	Mucha gente lo hace.
There is a crowd of women around Tom.	Hay una multitud de mujeres alrededor de Tom.
I nearly died.	Casi me mori.
I like the atmosphere of this restaurant.	Me gusta la atmosfera de este restaurante.
This is a mechanical toy.	Este juguete es mecanico.
Her skin is smooth.	Su piel es lisa.
Evidently, Tom didn't want to go.	Claramente, Tom no queria ir.
Could you please help me?	Por favor, ¿podria ayudarme?
How much does a meter of that red silk cost?	¿Cuanto cuesta un metro de esa seda roja?
You don't need to shout.	No hace falta que grites.
The story ends with his death.	La historia termina con su muerte.
Bigger doesn't always mean better.	Mas grande no siempre es mejor.
They did not want to spend much time talking about it.	No querian pasar mucho rato hablando de ello.
I think we both know how Tom feels.	Creo que los dos sabemos como se siente Tom.
Tom's taste in music is similar to mine.	Los gustos musicales de Tom son parecidos a los mios.
I want to see your boss.	Quiero ver a su jefe.
I must seize this opportunity.	Debo atrapar esta oportunidad.
What is she worried about?	¿Que la preocupa?
Thanks for joining us.	Gracias por unirtenos.
I love him despite his faults.	Le quiero a pesar de sus defectos.
I'll buy you a drink.	Te comprare una bebida.
Are you in Boston?	¿Esta usted en Boston?
Today's the big day.	Hoy es el gran dia.
I'd appreciate it.	Lo agradeceria.
You were charming.	Fuiste encantador.
The station is in the center of the city.	La estacion de tren esta en el centro de la ciudad.
Tom told Mary that he had seen John in January.	Tom le dijo a Mary que el habia visto a John en enero.
