Tom has two girlfriends.	Tom tiene dos novias.
I don't want to see it.	No quiero verlo.
He would often swim in this river.	El solia nadar en este rio a menudo.
These goats are very friendly.	Estas cabras son muy amistosas.
Tom saw Mary leave.	Tom vio a Mary irse.
You remind me of your father.	Me recuerdas a tu padre.
I once saw a man walk barefoot over hot coals.	Una vez vi a un hombre caminar descalzo sobre carbon ardiente.
She'll love him forever.	Ella lo amara por siempre.
How many friends do you have on Facebook?	¿Cuantos amigos tienes en Facebook?
The dog barks at a stranger.	El perro le ladra a un extrano.
Did something happen at home?	¿Ocurrio algo en casa?
Our TV is out of order.	Nuestro televisor esta averiado.
It's not unheard of.	No es insolito.
I couldn't bear any more insults.	Yo no pude soportar mas insultos.
Binge drinking is harmful for your health.	Las borracheras son nocivas para tu salud.
A few of these are mine.	Unas cuantas de estas son mias.
You should write it down before you forget it.	Deberias escribirlo antes de que se te olvide.
Tom was a traitor.	Tom fue un traidor.
May I eat this?	¿Puedo comerme esto?
Is that good or bad?	¿Es eso bueno o malo?
I thought Tom would understand.	Pense que Tom entenderia.
I said a very foolish thing.	Dije una verdadera insensatez.
She did nothing but cry all the while.	Ella no hizo mas que llorar.
Where's Tom now?	¿Donde esta Tom ahora?
Choose the color you like the best.	Elige el color que prefieras.
I just thought you might want to eat something.	Solo pense que quiza querrias comer algo.
When did he arrive here?	¿Cuando llego el aqui?
I can't reach that can of tomatoes.	No puedo alcanzar esa lata de tomate.
You can stay here till the snow stops.	Puedes quedarte aqui hasta que pare de nevar.
Thanks a lot.	Se lo agradezco mucho.
I'm doing my homework.	Estoy haciendo los deberes.
Tom's a very tall boy.	Tom es un muchacho muy alto.
I checked into a hotel and went right to sleep.	Me registre en un hotel y me fui directamente a dormir.
I stayed longer than I thought I would.	Me quede mas tiempo del que pensaba.
He managed to climb the mountain.	Consiguio escalar la montana.
I'm not laughing.	No me estoy riendo.
It's hard to understand the Osaka dialect.	El dialecto de Osaka es dificil de entender.
Don't forget to turn off the gas before going out.	No se olviden de cortar el gas antes de salir.
The police arrested the pickpocket in the act.	La policia detuvo al carterista en flagrante delito.
I have eaten nothing for the past three days.	No he comido nada en los ultimos tres dias.
Yesterday Mary stayed home all day.	Ayer Mary se quedo en casa todo el dia.
This year has been a lucky one for him.	Este ano ha sido un ano con suerte para el.
Sixty percent of Japanese adult males drink alcoholic beverages on a regular basis.	El sesenta por ciento de los hombres adultos japoneses beben regularmente alcohol.
I told you not to move.	Les dije que no se movieran.
Tom bought a new camera.	Tom compro una camara nueva.
I showed him who's boss.	Le mostre quien es el jefe.
We'll be late for class.	Llegaremos tarde a clase.
Hand me my towel.	Pasame mi toalla.
We're on time.	Estamos a tiempo.
My sister is playing with a doll.	Mi hermana esta jugando con una muneca.
Tom isn't as busy as you are.	Tom no esta tan ocupado como lo estas tu.
Go straight on down this street.	Siga derecho por esta calle.
I've been at this for hours.	He estado en esto desde hace horas.
We want to protect this world we have.	Queremos proteger el mundo que tenemos.
You may look.	Podeis mirar.
Let Tom speak.	Deja hablar a Tom.
I'm not your friend.	No soy vuestro amigo.
The word has several meanings.	La palabra tiene varios significados.
I need to go to Boston.	Tengo que ir a Boston.
No one pays attention to anything Tom says anymore.	Ya nadie le presta atencion a lo que dice Tom.
No one cares about that anymore.	Ya a nadie le importa eso.
My brother has never climbed Mt Fuji.	Mi hermano nunca ha subido el monte Fuji.
No one knew how much Tom loved Mary.	Nadie sabia cuanto amaba Tom a Mary.
We are men.	Somos hombres.
It is hard for foreigners to learn Japanese.	Es dificil para los foraneos aprender japones.
He's eating an apple.	Se esta comiendo una manzana.
Where is the kitchen?	¿Donde esta la cocina?
I'm double-parked. Could you hurry it up?	He aparcado en doble fila, ¿podria darse prisa?
Are you a lawyer?	¿Eres abogado?
We went to the park to play.	Fuimos a jugar al parque.
Tom died of a heart attack.	Tom murio de un ataque al corazon.
Can you hear the noise of the waves on the beach?	¿Puedes oir el sonido de las olas en la playa?
What were her final words?	¿Cuales fueron sus ultimas palabras?
I want to give him a present for his birthday.	Le quiero dar un regalo de cumpleanos.
I want to buy an automobile.	Me dan ganas de comprar un automovil.
Are you saying my life is in danger?	¿Dices que mi vida esta en peligro?
For all I know, he could be in Paris right now.	Por lo que se, el podria estar en Paris ahora.
Look at the top of that tree.	Mira a lo alto de ese arbol.
Tom obeyed Mary.	Tom obedecio a Mary.
The tenor sang very well tonight.	El tenor ha cantado muy bien esta noche.
One of the tigers has escaped from the zoo.	Uno de los tigres se escapo del zoologico.
He betrayed my confidence.	Traiciono mi confianza.
We'll wait for you there.	Los esperaremos alla.
No problem!	¡Sin problemas!
I didn't want you to go away.	No queria que te fueras.
I have 13 employees.	Tengo 13 empleados.
The radio is too loud.	La radio esta muy alta.
Tom is rested.	Tom esta descansado.
Have you been told why we didn't hire you?	¿Se te dijo por que nosotros no te contratamos?
My grandfather lived a long life.	Mi abuelo tuvo una larga vida.
Tom didn't think he could trust Mary.	Tom no penso que podria confiar en Mary.
He's too young to understand.	El es demasiado joven para entender.
I'd like to talk about your situation.	Me gustaria hablar de vuestra situacion.
I outsmarted you.	Fui mas listo que tu.
DNA tests showed he was innocent.	Las pruebas de ADN demostraron que el era inocente.
I'm the only one who survived.	Soy el unico que sobrevivio.
All took part in the negotiations.	Todos tomaron parte en las negociaciones.
Is that our problem?	¿Eso es problema nuestro?
Rugs absorb sound.	Las alfombras absorben el sonido.
I will wait here till he comes.	Esperare aqui hasta que el venga.
I only know him by name.	Yo a el solo lo conozco de nombre.
There has to be a reason.	Tiene que haber una razon.
Which browser are you using?	¿Que navegador estas ocupando?
He is the same age as me.	El tiene la misma edad que yo.
My eyes are sore.	Mis ojos estan adoloridos.
How much cake can you eat?	¿Cuanta tarta eres capaz de comer?
He acted like a madman.	El actuo como un demente.
The heavy snow made them put off their departure.	La fuerte nevada les hizo posponer su partida.
Go for it.	Ve a por ello.
I'm a totally different person now.	Ahora soy una persona totalmente distinta.
Why should we study economics?	¿Por que deberiamos estudiar economia?
He's able to speak Japanese.	El es capaz de hablar japones.
I had a good talk with Tom this morning.	Tuve una buena platica con Tom esta manana.
Tom has an alibi.	Tom tiene una coartada.
His ambition made him work hard.	Su ambicion le hacia trabajar duro.
Everyone quieted down.	Todo el mundo hablo bajito.
I'm not dumb.	No soy estupido.
We must devise some means of escape.	Podemos idear algunas maneras de huir.
I'm leaving on a trip at the beginning of winter.	A la entrada del invierno saldre de viaje.
I cry almost every day.	Lloro casi todos los dias.
The ball hit the fence.	La pelota golpeo la cerca.
The man was dying.	El hombre estaba agonizando.
Tom didn't come home last night. I hope he's OK.	Anoche Tom no volvio a casa, espero que este bien.
The meat is frozen.	La carne esta congelada.
Tom is very angry, isn't he?	Tom esta muy enojado, ¿verdad?
The explosion came about by accident.	La explosion se produjo por accidente.
She deposited a large sum of money in the bank.	Ella deposito una gran suma de dinero en el banco.
She met him on the beach.	Ella se encontro con el en la playa.
I think they know us.	Creo que ellas nos conocen.
It's not broken.	No esta roto.
Tom wants us to hang the TV on the wall.	Tom quiere que colguemos el televisor en la pared.
I've never liked Tom.	Tom nunca ha sido de mi agrado.
What does it involve?	¿Que implica ello?
I'll expect you tomorrow unless you let me know otherwise.	Le espero manana a menos que usted me avise.
I haven't read any of his novels.	No he leido ninguna de sus novelas.
I think it's a shame that some foreign language teachers were able to graduate from college without ever having studied with a native speaker.	Creo que es una verguenza que algunos profesores de lengua extranjera hayan podido graduarse de la universidad sin nunca haber estudiado con un hablante nativo.
She is down with a cold.	Ella esta en cama por un resfriado.
Please show me another one.	Por favor, enseneme otro.
The child ran to his mother.	El nino corrio hacia su madre.
This steak is too tough.	Este filete esta demasiado duro.
It's hers.	Es de ella.
I think it's time for me to buy my daughter a decent computer.	Creo que es hora de que le compre a mi hija un ordenador como Dios manda.
Come forward.	Acercate.
Pack your bags.	Haz tus maletas.
The newspaper publishes the most important facts.	El periodico publica los hechos mas importantes.
Both were extremely rich.	Ambos eran extremadamente ricos.
I thought you weren't going to get here on time.	Pense que no llegarias aqui a tiempo.
Tom had to wait for Mary for about three hours.	Tom tuvo que esperar a Mary mas o menos por tres horas.
Tom can't speak French without making mistakes.	Tom no puede hablar frances sin cometer errores.
I could not convince him of his mistake.	No he podido hacerle ver su error.
This book is older than that one.	Este libro es mas viejo que aquel.
We have a theory.	Tenemos una teoria.
I will ask him about it tomorrow, then.	Manana le pregunto entonces.
Is there a problem here?	¿Hay algun problema aqui?
I had already left when they arrived.	Yo ya me habia ido cuando ellos llegaron.
I didn't pull the trigger.	No fui yo quien apreto el gatillo.
All of a sudden, the enemy bombs came down on us like rain.	De repente, las bombas del enemigo cayeron sobre nosotros como lluvia.
What's my bank balance this month?	¿Cual es mi balance de este mes en el banco?
I must have misunderstood.	Debo haber entendido mal.
It is ten minutes before eleven.	Faltan diez minutos para las once.
He said he would come and he did come.	Dijo que vendria y vino.
Do you have professional experience?	¿Tenes experiencia profesional?
Eating habits differ from country to country.	Los habitos en la mesa difieren de pais en pais.
There is no doubt about his ability.	No hay ninguna duda sobre su habilidad.
We all want to be happy.	Todos queremos ser felices.
Could you do this instead of me? Sorry, I'm too busy.	¿Podrias hacerlo en mi lugar? Lo siento, estoy muy ocupado.
You're going to be in trouble and it's my fault.	Vais a tener problemas y es culpa mia.
Tom should be back here by 2:30.	Tom deberia estar de vuelta aqui a las 2:30.
She gave me these old coins.	Me dio estas monedas antiguas.
I came to see Tom.	Vine a ver a Tom.
I have a classmate who has a motorboat license.	Tengo un companero de clase que tiene carne para lancha motoras.
He has a mild nature.	El tiene una personalidad docil.
Your cake is delicious.	Vuestra tarta esta deliciosa.
After the storm, the sea was calm.	Tras la tormenta, el mar estaba en calma.
Thomas Edison invented the electric lightbulb.	Thomas Edison invento la bombilla.
Tom isn't religious.	Tom no es religioso.
Fish live in the sea.	Los peces viven en el mar.
The government has imposed a new tax on wine.	El gobierno ha creado un nuevo impuesto sobre el vino.
It was a party to celebrate her birthday.	Era una fiesta para celebrar su cumpleanos.
You're an idiot.	Eres idiota.
Her anger is understandable.	Su rabia es comprensible.
The building is surrounded by a barbed wire fence.	El edificio esta rodeado con alambre de puas.
Her name was spelled wrong.	Su nombre fue deletreado mal.
I want to live.	Quiero vivir.
Many animals that lived thousands of years ago are now extinct.	Muchos animales que vivieron hace miles de anos atras ahora estan extintos.
Parking isn't allowed here.	No esta permitido estacionar aqui.
Tom works in a factory.	Tomas trabaja en una fabrica.
It's impolite to stare at people.	Es descortes mirar fijamente a las personas.
Sooner or later, we all are going to die.	Tarde o temprano, todos hemos de morir.
Making friends is easy when you're young.	Hacer nuevos amigos es facil cuando eres joven.
Why aren't you already on board the ship?	¿Por que no estas ya a bordo del barco?
It ain't over till the fat lady sings.	No cantes victoria aun.
You are the kind of guitarist I like to sing with.	Eres la clase de guitarrista con el que me gusta cantar.
I needed that.	Yo necesitaba eso.
The actress looks younger than she really is.	La actriz se ve mas joven de lo que es.
Children need a lot of sleep.	Los ninos necesitan mucho sueno.
Tom lives in a small village.	Tom vive en una pequena villa.
Hold still for a moment, please.	Estese quieto un momento, por favor.
Did you do it yourself?	¿Lo has hecho tu solo?
Do you have a course for beginners?	¿Tienen un curso para principiantes?
I felt my heart beat violently.	He sentido como mi corazon latia violentamente.
Everyone screamed.	Todos gritaron de terror.
Tom doesn't think that's going to happen.	Tom no cree que eso vaya a suceder.
I'm looking forward to seeing your father.	Espero con ganas a ver a tu padre.
I hate to waste my time.	Detesto perder el tiempo.
I just don't want to hurt anyone.	Sencillamente no quiero herir a nadie.
I don't know how old I am.	No se que edad tengo.
Tom mounted his horse and rode off.	Tom monto su caballo y se fue.
I often hear her play the piano.	Suelo oirla tocar el piano.
They're weak.	Son debiles.
Does he have a girlfriend?	¿Tiene novia?
Earthquakes and floods are natural disasters.	Los terremotos y las inundaciones son desastres naturales.
He is still too young for the job.	El aun es demasiado joven para este trabajo.
Saying and doing are two different things.	Del dicho al hecho hay mucho trecho.
You have come at an opportune time.	Han venido ustedes en un momento oportuno.
You can't sleep here.	No puedes dormir aqui.
Tom is available.	Tom esta disponible.
I can't forgive him for behaving like that.	No lo puedo perdonar por comportarse de esa manera.
Who would care?	¿A quien le importaria?
Please don't hurt me.	No me lastimes por favor.
I warned you not to get near him, didn't I?	Te avise de que no te acercases a el, ¿no lo hice?
Don't you feel cold?	¿No sentis frio?
Tom is the spitting image of his father.	Tom es la viva imagen de su padre.
She bought a pair of boots.	Ella compro un par de botas.
They like English.	A ellos les gusta el ingles.
I don't think I've broken any laws.	No creo haber infringido alguna ley.
A high school student made this robot.	Un estudiante de ensenanza media hizo este robot.
We want to hire someone who can speak French fluently.	Queremos contratar a alguien que hable un frances fluido.
I was not as strong as my father.	Yo no era tan fuerte como mi padre.
I just got off duty.	Estoy fuera de servicio.
Give me a minute, please.	Dame un minuto, por favor.
Will it bother you if I turn on the radio?	¿No le molesta si enciendo la radio?
May I call my first witness?	¿Puedo llamar a mi primer testigo?
Keep smiling.	Sigue sonriendo.
No one encouraged her.	Nadie la apoyo.
Let's rewrite the end of the play.	Reescribamos el final de la obra.
He has gone to Hawaii on vacation.	El fue a Hawai de vacaciones.
I apologized.	Me disculpe.
My favorite soccer player is Shinji Ono.	Mi jugador de futbol favorito es Shinji Ono.
If you need me, I'll be somewhere around.	Si me necesitas, estare porai.
It will probably snow tomorrow.	Probablemente manana nevara.
We're leaving now.	Nos vamos ya.
I have to show you something.	Tengo que ensenaros algo.
I know it's wrong, but I'll do it anyway.	Se que esta mal, pero lo hare de todas formas.
Go to your room!	¡Vete a tu cuarto!
I wanted to ask you some questions about Tom.	Yo queria hacerles varias preguntas sobre Tom.
She doesn't have the ticket.	Ella no tiene el boleto.
I haven't told anyone.	No se lo he contado a nadie.
I would like to come and see you.	Me gustaria ir a verte.
I thought you might be thirsty.	Pense que podrias estar sediento.
I love both of them.	Los dos me encantan.
Who is absent?	¿Quien esta ausente?
I didn't want to tell you that on the phone.	No queria decirtelo por telefono.
I can see why it's confidential.	Puedo ver por que es confidencial.
She looked very beautiful in her new dress.	Estaba muy guapa con su vestido nuevo.
I know what he did.	Se lo que hizo.
She sang pretty well.	Ella canto muy bien.
I never had any doubts.	Nunca tuve dudas.
Please don't insult my intelligence.	Por favor no insultes mi inteligencia.
She'll come even if you tell her not to.	Ella vendra incluso si le dices que no lo haga.
I don't know either girl.	No conozco a ninguna de las dos chicas.
Something in his face really reminded me of an old boyfriend of mine.	Algo en su cara me recordaba verdaderamente a un viejo novio mio.
What's the deal?	¿Que pasa?
He was humiliated by her.	Ella le humillo.
Remember what I told you yesterday.	Recuerda lo que te dije ayer.
I'll be going.	Me voy a marchar.
Walk two blocks, and turn left.	Camina dos cuadras y dobla a la izquierda.
I don't speak Spanish.	No hablo espanol.
Tom has already signed up for that class.	Tom ya se ha inscrito para ese curso.
The king always wears a crown.	El rey siempre lleva la corona.
Look at those.	Fijate en esos.
By the way, I have something to tell you.	Por cierto, tengo algo que decirte.
Please don't let the children play with knives.	Por favor, no deje que los ninos jueguen con cuchillos.
She goes to a school for the deaf.	Ella va a una escuela para sordos.
The supermarket opens at ten o'clock.	El supermercado abre a las diez.
She parked her car in a vacant lot.	Ella aparco el coche en una plaza libre.
Here are the documents you asked for.	Aqui estan los documentos que pedias.
That's not interesting.	Eso no tiene interes.
The river flows between the two countries.	El rio transcurre en medio de los dos paises.
You must keep an eye on the child.	Debes ponerle ojo al nino.
There was a castle here many years ago.	Hace muchos anos aqui habia un castillo.
I don't want something like this to happen.	No quiero que suceda algo asi.
Keep it up!	¡Continua!
Tom doesn't want you to do that.	Tom no quiere que hagas eso.
Why should I care what Tom does?	¿Por que deberia preocuparme de que hace Tom?
I'll find Tom and let him know.	Buscare a Tom y se lo hare saber.
The witch cast a spell on the naughty boy.	La bruja le lanzo un hechizo al nino travieso.
My stomach hurts.	Me duele mi estomago.
Disease and famine go together.	La enfermedad y el hambre van de la mano.
We visited the historic sites of the country.	Visitamos los lugares historicos del pais.
It's unbelievable.	¡Eso es increible!
I don't want to disturb you.	No quiero molestarte.
There's no one sitting here.	No hay nadie sentado aqui.
The injury caused the athlete great pain.	La herida causo al atleta un gran dolor.
Do you think she's attractive?	¿La encuentras atractiva?
I'm not saying it's Tom's fault.	No estoy diciendo que sea culpa de Tom.
I still make many mistakes.	Todavia cometo muchas faltas.
Stars cannot be seen in the daytime.	Las estrellas no se ven durante el dia.
This book is one of the poet's best works.	Este libro es una de las mejores obras del poeta.
I'll call you if I require your assistance.	Te llamare si necesito de tu ayuda.
I'm afraid I'm coming down with a cold.	Temo que estoy resfriandome.
He told me where to go.	El me dijo adonde ir.
I will teach you to play chess.	Te voy a ensenar a jugar al ajedrez.
How did you kill Tom?	¿Como mataste a Tom?
Tom and Mary couldn't be happier.	Tom y Mary no podrian ser mas felices.
You can't leave now.	¡No puedes irte ahora!
Enjoy the show.	Disfrute del espectaculo.
He was paid 10,000 dollars.	Le pagaron 10.000 dolares.
We almost had Tom convinced.	Casi habiamos convencido a Tom.
What is the acreage of your ranch?	¿Cual es la superficie de tu rancho?
Tom pressed his ear against the wall to see if he could hear what his parents were discussing in the next room.	Tom puso su oido contra la pared para ver si podia oir lo que sus padres estaban discutiendo en la pieza contigua.
Do you have cash?	¿Tienes dinero?
Don't let go of the rope till I tell you.	No sueltes la cuerda hasta que te diga.
Tom had nothing to do yesterday.	Tom no tenia nada que hacer ayer.
Tom says he has nothing to do.	Tom dice que el no tiene nada que hacer.
I'd like to sing a song for you that I just wrote.	Me gustaria cantarte una cancion que acabo de componer.
I've never seen you cry.	Nunca te he visto llorar.
The class begins at 8:30.	La clase empieza a las 8:30.
Tom refused to open the door.	Tom se nego a abrir la puerta.
Put it back on the desk.	Vuelve a ponerlo sobre el escritorio.
There was not enough fuel.	No habia suficiente combustible.
I am a tourist.	Yo soy una turista.
Tom urged Mary to drive carefully.	Tom le pidio a Mary que condujera con cuidado.
The cost of gasoline keeps on going up.	El coste de la gasolina sigue subiendo.
Why don't you get something to drink?	¿Por que no buscas algo para beber?
I got soaked to the skin.	Estoy chorreando.
It saddens me to hear you say that.	Me entristece oirte decir eso.
I can do the same.	Yo puedo hacer lo mismo.
I will have finished the work by noon.	Tendre terminado el trabajo al mediodia.
I can't tell you what an honor this is.	No puedo expresarte el honor que es este.
How much for half a kilo?	¿Cuanto cuesta medio kilo?
You won't finish today if you just sit there.	No vas a terminar hoy si te quedas ahi sentada.
Nobody knew.	Nadie lo sabia.
He got hoarse from so much shouting.	Se enronquecio de tanto gritar.
I sneeze a lot.	Estornudo mucho.
She is very proud of her daughter.	Esta muy orgullosa de su hija.
It was shorter than he expected.	Fue mas corto de lo que el esperaba.
He got tired of being the devil's advocate and now agrees with every idea they suggest, no matter how dumb.	Se canso de ser el abogado del diablo y ahora acepta cualquier idea que sugieran, sin importar lo estupida que sea.
She's already rich even though she's only 26 years old.	Ella ya es rica a pesar de tener solo 26 anos.
Do you have any alternatives to the plan?	¿Tienes algunas alternativas al plan?
You're wrong in this case.	En este caso estas equivocado.
I'd like you to look over these documents.	Me gustaria que echaras una ojeada a estos documentos.
May I call you tomorrow?	¿Puedo llamarte manana?
Tom didn't seem to understand the project's purpose.	Tom no parecia comprender el proposito del proyecto.
If he doesn't come, we won't go.	Si el no viene, nosotros no iremos.
Tomorrow, I start the diet.	Manana empiezo la dieta.
You're first.	Tu vas el primero.
The teacher made him stay after school.	El profesor le hizo quedarse despues de clase.
These shoes are killing me.	Estos zapatos me estan matando.
I hope this is worth it.	Espero que esto lo valga.
Hunting is banned in national parks.	Esta prohibido cazar en los parques nacionales.
Reporters do not hesitate to intrude into people's privacy.	Los reporteros no titubean a la hora de entrometerse en la privacidad de otras personas.
It was easy.	Era facil.
It was really noisy in the room so Tom covered his ears.	Se oia mucho ruido en la habitacion, asi que Tom se tapo los oidos.
Tom often helps Mary.	Tom frecuentemente ayuda a Mary.
She likes ice cream.	Le gusta la nieve.
He was alone.	El estaba solo.
Why did the accused confess?	¿Por que confesaron los acusados?
Tom has good eyesight.	Tom tiene buena vista.
I have never been to America.	Nunca he estado en Estados Unidos.
I watched you.	Os vigile.
I'll get in touch with you as soon as I arrive.	Me pondre en contacto con usted tan pronto llegue.
You're funny.	Eres gracioso.
Her beauty will fade in time.	Su belleza se ajara con el tiempo.
Do you really want to go?	¿De verdad que quieres ir?
Supplies of food were low and we had to ration out the little that was left.	Las provisiones de comida eran escasas y tuvimos que distribuir de manera racionada lo poco que habia quedado.
Have some eggnog.	Toma un poco de ponche.
Consider me your friend.	Considerenme su amigo.
I'd like to see you before I leave for Europe.	A mi me gustaria verte antes de partir a Europa.
I slept for eight hours last night.	Anoche dormi ocho horas.
I'm able to ski.	Se esquiar.
What a tall boy he is!	¡Que chico mas alto!
I want to hire you to watch Tom.	Quiero contratarte para que observes a Tom.
I am looking forward to seeing you.	Estoy impaciente por volverte a ver.
It will take me no less than 10 hours to prepare for the exam.	No me tomara menos que 10 horas preparar el examen.
We should sometimes pause to think.	A veces nos debemos detener a pensar.
Did you order the room to be swept?	¿Has ordenado que limpien la habitacion?
Go find Tom.	Vayan a encontrar a Tom.
The door handle is broken.	El pomo de la puerta esta roto.
It makes me really happy that you're here.	Me hace muy feliz que estes aqui.
She's loved by her friends.	Sus amigos le quieren.
I am eating noodles.	Estoy comiendo fideos.
Your conduct is absolutely shameful.	Tu conducta es absolutamente vergonzosa.
Was he still here when you arrived?	¿El todavia estaba aqui cuando llegaste?
I'm delighted to be here.	Estoy encantado de estar aqui.
He said that the last bus leaves at 10:50 p.m.	El dijo que el ultimo autobus sale a las 10:50 p.m.
Tom has been in the hospital since Christmas Eve.	Tom lleva en el hospital desde la Nochebuena.
What's going on in the cave? I'm curious. I have no idea.	¿Que esta pasando en la cueva? Estoy curioso. No tengo ni idea.
Leave a space between the lines.	Deja un espacio entre las lineas.
Actually, I just made that up.	De hecho, eso me lo invente.
Tom pinched me.	Tomas me pellizco.
Have they reported it to the police yet?	¿Dieron ya parte a la policia?
They're afraid of us.	Ellos nos tienen miedo.
Do you have a plan?	¿Tienes un plan?
Don't forget to put out the fire.	No olviden apagar el fuego.
He is nothing but a minor artist.	El no es mas que un artista de segunda categoria.
I'm a patient man.	Soy un hombre paciente.
Tom is nervous, too.	Tomas tambien esta nervioso.
I live in Turkey.	Yo vivo en Turquia.
She is very fond of flowers.	Ella ama las flores.
Tom is the new boss.	Tom es el nuevo jefe.
The police are looking for suspects.	La policia esta buscando sospechosos.
Most whales feed on plankton.	La mayoria de las ballenas se alimentan de plancton.
I know it hurts.	Se que duele.
He wears glasses.	El lleva gafas.
What did you do with my pants?	¿Que hiciste con mis pantalones?
I found his house easily.	Encontre facilmente su casa.
I'm being good to you this morning.	Estoy siendo bueno con usted esta manana.
Don't ask me for money.	No me pidas dinero.
He ruined my life.	El arruino mi vida.
I was tired today so I went to bed early.	Hoy estaba cansado, por eso me fui temprano a la cama.
I have just three dollars left.	Me quedan tres dolares sueltos.
I am eating fruit.	Estoy comiendo fruta.
The criminal did evil things as a child.	El criminal hizo cosas malignas cuando nino.
She has a lot of money.	Tiene mucho dinero.
She didn't seem interested.	No parecia interesada.
Get your mother.	Recoge a tu madre.
This is one of the best dictionaries I have.	Este es uno de los mejores diccionarios que tengo.
Tom is a creep.	Tom es un friki.
My health's very bad.	Estoy muy mal de salud.
Tom is eager to go to Boston.	Tom esta impaciente por ir a Boston.
She's talking to the Russian teacher.	Ella esta hablando con la profesora de ruso.
Which car is theirs?	¿Cual es su coche?
Is it true that you cleaned the house by yourself?	¿Es cierto que limpiaste la casa por tu propia cuenta?
You're like family.	Eres como de la familia.
I truly do not understand the question.	De verdad que no entiendo la pregunta.
Sydney is far from here.	Sidney esta lejos de aqui.
Father sometimes took me to his office.	Mi padre me llevaba a veces a su oficina.
I bought a loaf of bread for breakfast.	Compre una hogaza de pan para el desayuno.
Do you know where Tom was hiding?	¿Sabes donde se estaba escondiendo Tom?
We climbed right up to the top.	Nosotros escalamos hasta la cima.
The store happened to be crowded yesterday.	La tienda estuvo abarrotada de gente ayer.
I miss the hustle and bustle of city life.	Echo de menos el ruido y la actividad de la vida en la ciudad.
Tom's eyes are open.	Los ojos de Tomas estan abiertos.
The temple is at the top of the hill.	El templo esta en la cima de la colina.
She went for a walk.	Ella se fue a dar un paseo.
Just a minute. I'm coming.	Voy, espera un minuto.
I'm flying to Boston tomorrow.	Manana vuelo a Boston.
We're trying to keep it straight.	Estamos intentando mantenerlo recto.
Everyone's looking at Tom.	Todos estan mirando a Tom.
Literature teaches us about humanity.	La literatura nos ensena sobre la humanidad.
Let's resume reading where we left off last week.	Sigamos leyendo donde nos detuvimos la semana pasada.
Every morning, I go shopping.	Yo voy de compras cada manana.
I agree with you to a certain extent.	Estoy de acuerdo contigo hasta cierto punto.
It's all I want.	Eso es todo lo que quiero.
Tom said he had a plan.	Tom dijo que tenia un plan.
The accident resulted from his carelessness.	El accidente fue fruto de su imprudencia.
Do you have any idea how lucky you've been?	¿Tienes idea de la suerte que has tenido?
Tom can be trusted.	Se puede confiar en Tom.
You know him.	Le conoces.
You should acknowledge your failure.	Deberias reconocer tu derrota.
Why did you spend all the money?	¿Por que gastaste todo el dinero?
Tom turned on the TV.	Tom encendio el televisor.
The car was going forward.	El coche iba hacia adelante.
All happy families resemble each other, each unhappy family is unhappy in its own way.	Todas las familias felices se parecen entre si, cada familia infeliz lo es a su propio modo.
She dressed like an actress.	Vestia como una actriz.
It took me a long time to get used to the noise.	Necesite mucho tiempo para acostumbrarme al ruido.
I don't know why they picked me.	No se por que me eligieron a mi.
Speak a little louder.	Hablad un poco mas alto.
Tom never lived in Boston.	Tom no ha vivido nunca en Boston.
He makes friends with everybody he meets.	El traba amistad con todas las personas que conoce.
Don't make me stand here.	No me hagas parar aqui.
Please turn out the lights when you leave.	Por favor, apaga las luces al salir.
I like this one even better.	Este me gusta aun mas.
What have you done to your ear?	¿Que te hiciste en el oido?
He told them that he had had a wonderful time.	El les dijo a ellos que la paso estupendo.
Women don't drive as well as men.	Las mujeres no conducen tan bien como los hombres.
I've been in Australia several years.	He estado en Australia varios anos.
Everybody in this world has to cope with a lot of difficulties.	En este mundo, toda la gente tiene que superar muchas dificultades.
He talks too fast.	Habla demasiado rapido.
How's your new job?	¿Que tal tu nuevo trabajo?
I don't want to leave Tom alone.	No quiero dejar a Tom solo.
Tom wants to stay.	Tom quiere quedarse.
Tom quit smoking.	Tom dejo de fumar.
I applied to be an attendant at the exposition.	Eche una solicitud como empleado en la exposicion.
The moon has come out.	Ha salido la luna.
I've drawn a map.	He dibujado un mapa.
I get along with my younger brother.	Me llevo bien con mi hermano menor.
What's your favorite class?	¿Cual es tu clase favorita?
I am a man.	Soy una persona.
Who stayed?	¿Quien se quedo?
He robbed me blind.	El me robo impunemente.
The typhoon hit Tokyo.	El tifon arraso Tokio.
They all talked.	Todos hablaron.
His house is on the other side of the bridge.	Su casa queda al otro lado del puente.
Are you from Boston?	¿Eres de Boston?
She asked how his father was.	Ella le pregunto como estaba su padre.
What is art?	¿Que es el arte?
Father came home.	Papa volvio a casa.
Tom, Mary and John sat around the kitchen table.	Tom, Mary y John se sentaron alrededor de la mesa de la cocina.
Under no circumstances should you go away today.	De ningun modo debe usted irse hoy.
She seldom sings, but I think she will tonight.	Ella rara vez canta, pero yo creo que esta noche lo hara.
I'm not one of your employees.	Yo no soy uno de tus empleados.
Something green and slimy was on the rock.	Habia algo verde y pegajoso encima de la roca.
I love him.	Lo amo.
That's a really great idea.	Esa es una idea realmente buena.
The children were well looked after.	Los ninos estaban bien cuidados.
Tom is Mary's neighbor.	Tom es el vecino de Mary.
Tom wanted to say more.	Tom queria decir mas.
I wouldn't say it was unimportant.	Yo no diria que no era importante.
