Tom has two girlfriends.	Tom tiene dos novias.
I'm quite sure of that.	Estoy bastante seguro de eso.
If I were you, I would also do the same.	Si yo fuera tu, haria lo mismo.
She sometimes writes to her son.	A veces escribe a su hijo.
This looks good.	Esto se ve bien.
I'm not brave enough to try doing that.	No soy bastante valiente para intentar hacer eso.
Do you think that you would enjoy being famous?	¿Crees que disfrutarias siendo famoso?
There's been a lot of rain this year.	Ha habido mucha lluvia este ano.
I can't hear what they're saying.	No puedo oir lo que ellas dicen.
He answered that he knew no French.	El respondio que no sabia frances.
Until yesterday, I had never heard Tom speak French.	Hasta ayer nunca habia oido a Tom hablar frances.
Tom took the pie out of the oven.	Tom saco la tarta del horno.
I'm definitely going along.	Voy definitivamente a continuar.
You are too late.	Llegas demasiado tarde.
They are both in the room.	Los dos estan en la pieza.
It didn't work out.	No funciono.
Tom doesn't know why Mary called him.	Tom no sabe por que lo llamo Mary.
I've only done this once before.	Solo he hecho esto una vez.
How come you know English so well?	¿Como es posible que hables tan bien ingles?
Do you feel like eating?	¿Tienes ganas de comer?
We'll do that later when we're not so busy.	Lo haremos mas tarde, cuando no estemos tan ocupados.
Is this a hoax?	¿Es esto un engano?
Don't underestimate the problem.	No subestimes el problema.
Soldiers must obey their commanders.	Los soldados deben obedecer a sus comandantes.
Will we be in time for the beginning of the party?	¿Vamos a estar a tiempo para cuando empieza la fiesta?
It was a tragedy.	Fue una tragedia.
Why is life so full of suffering?	¿Por que la vida esta tan llena de sufrimiento?
Don't put your elbows on the table.	No pongas los codos sobre la mesa.
Is it hot over there?	¿Hace calor por alla?
Watch your step.	Mira por donde caminas.
This is extremely confidential.	Esto es extremadamente confidencial.
I'm afraid I won't be able to make myself understand in English.	Me temo que no podre hacerme entender en ingles.
No one believed me.	Nadie me creia.
There's no one but me here.	Aqui estoy yo solo.
You probably want to be alone.	Probablemente quieras estar sola.
She looks happy.	Parece feliz.
I've got no choice.	No tengo eleccion.
She saved her baby's life at the risk of losing her own.	Ella salvo la vida de su bebe al precio de perder la propia.
Why didn't you stop Tom?	¿Por que no detuviste a Tom?
You had me worried.	Me tenias preocupado.
We have nothing to talk about.	No tenemos nada de que hablar.
Is she a computer programmer?	¿Es ella un programador?
The children received shoes for Christmas.	Los ninos recibieron zapatos para Navidad.
That man didn't give me his name.	Ese hombre no me dio su nombre.
Your suit is the same as mine.	Tu traje es igual al mio.
How can Tom not understand that?	¿Como puede no entenderlo Tom?
Tom removed the splinter from Mary's finger.	Tom retiro la astilla del dedo de Maria.
He was suddenly attacked by a mysterious disease.	El fue atacado de repente por una misteriosa enfermedad.
There was a cherry tree growing in the garden.	Un cerezo crecia en el jardin.
That's a beautiful painting.	Esa es una hermosa pintura.
You disappointed me.	Me decepcionaste.
I spend a few hours a day maintaining my website.	Paso unas pocas horas al dia manteniendo mi sitio web.
Tom will be able to drive a car soon.	Tom pronto podra conducir un auto.
He left the country after his grandfather's death.	Abandono el pais despues de la muerte del abuelo.
It took me several hours to read it.	Me tomo varias horas leerlo.
The sisters are both blondes.	Ambas hermanas son rubias.
That's what I said all along.	Eso es lo que dije todo el rato.
Check this translation with the original.	Compruebe usted esta traduccion con el original.
I think Tom and Mary are in love.	Creo que Tom y Mary estan enamorados.
It was solid red.	Era de un rojo solido.
You're going to come up against fierce competition.	Va usted a tener una competencia feroz.
I knew how to swim.	Yo sabia como nadar.
Shall we go now?	¿Nos vamos ahora?
Who taught you that?	¿Quien te ha ensenado eso?
She said that he was handsome.	Dijo que era guapo.
I don't think your plan will work.	No creo que tu plan vaya a funcionar.
It is no use trying to escape.	No tiene caso tratar de escapar.
Tom works for NASA.	Tom trabaja para la NASA.
I know your older brother quite well.	Conozco bien a tu hermano mayor.
He is five feet tall.	El mide cinco pies.
That's nice.	Es agradable.
You really do speak English quite well.	De verdad hablas el ingles bastante bien.
He was grateful for your help.	El estaba agradecido por tu ayuda.
Will you please explain to me the exact meaning of the word?	¿Me explicarias el significado exacto de la palabra, por favor?
If I knew how to use a computer, maybe they would pay me more.	Si yo supiera como usar un ordenador, tal vez me pagarian mas.
Tom always liked you.	A Tom siempre le gustaste.
I just want to thank you for all your help.	Solo quiero agradecerles a todos por su ayuda.
What does your family eat for Christmas dinner?	¿Que come tu familia en la cena de Navidad?
Tom slept on the top bunk.	Tom se durmio en la litera de arriba.
I don't want to hear any more of your complaining.	No quiero oirte quejar mas.
The CIA runs a thorough background check on all new employees.	La CIA realiza un exhaustivo control de antecedentes para todos los nuevos empleados.
Something's happened, hasn't it?	Ha pasado algo, ¿verdad?
That's terrible advice.	Ese es un pesimo consejo.
It's hard to choose.	No es facil elegir.
Don't argue when you are angry and don't eat when you are full.	No discutas cuando estes enfadado ni comas cuando estes lleno.
Accidents do happen.	Los accidentes ocurren.
The water in this fountain is very cold.	El agua de esta fuente esta muy fria.
Tom went back outside.	Tom volvio afuera.
Keep the money in a safe place.	Guarda el dinero en un sitio seguro.
Whoever wants to come will be welcomed.	Quien sea que quiera venir sera bienvenido.
I have at least ten books.	Tengo al menos diez libros.
I have very little time at my disposal.	Dispongo de muy poco tiempo.
She advised him to lose weight.	Ella le aconsejo que perdiera peso.
He was driven by revenge.	El fue conducido por la venganza.
I wanted to make a good first impression.	Queria causar una buena primera impresion.
Size doesn't matter.	El tamano no importa.
Tom seldom goes out on Monday.	Tom rara vez sale los lunes.
He taught me history.	El me enseno historia.
We're very grateful for your help.	Estamos muy agradecidos por tu ayuda.
Baseball is an interesting sport.	El beisbol es un deporte interesante.
My wife will be glad to see you, too.	Mi mujer tambien se alegrara de verte.
It looks like Tom was able to get what he wanted.	Parece que Tom pudo conseguir lo que queria.
Tom is the first guy Mary has really been interested in since she broke up with John.	Tom es el primer chico en el que Mary ha estado verdaderamente interesada desde que rompio con John.
When the phone rang, he sprang out of bed.	Cuando sono el telefono, el salto de la cama.
Tom doesn't know where Mary lives.	Tom no sabe donde vive Mary.
I was thinking of the same thing.	Estaba pensando en lo mismo.
Please open this box.	Por favor, abri esta caja.
Do you want your whiskey straight or should I mix it with water?	¿Quiere whisky puro o lo mezclo con agua?
He kept it secret that he had bought a bicycle for his son.	El mantuvo en secreto que le habia comprado una bicicleta a su hijo.
We can't help you with that.	No podemos ayudarte con eso.
What was it that you gave him?	¿Que fue eso que le diste?
The process was quick.	El proceso fue rapido.
What's your least favorite food?	¿Cual es la comida que menos te gusta?
We know why.	Sabemos por que.
To err is human.	Errar es humano.
Can I go outside?	¿Puedo ir afuera?
Everyone is friendly to her.	Todos son amistosos con ella.
I've got a bit of an ache in my back.	Me duele un poco la espalda.
Tom can't get his ring off his finger.	Tom no se puede quitar su anillo del dedo.
They never tell a lie.	Ellas no mienten nunca.
If the wind dies down, we'll go.	Si disminuye el viento, iremos.
She lives in a large house.	Ella vive en una casa grande.
Tom told Mary he'd visit her in Boston every weekend.	Tom le dijo a Mary que la visitaria en Boston cada fin de semana.
Figure seven shows all the parts of the motor.	La figura siete muestra todas las partes del motor.
Do you see that house? That's my house.	¿Ves aquella casa? Esa es mi casa.
Our team is five points ahead.	Nuestro equipo lleva cinco puntos de ventaja.
Can you go with us?	¿Puedes ir con nosotros?
Do you eat meat?	¿Come usted carne?
I must brush up my English.	Debo refrescar el ingles.
He's very generous, so let's go with him.	El es muy generoso, asi que vayamos con el.
That worked.	Eso funciono.
Tom did all he could.	Tom hizo todo lo que pudo.
Tom is angry because Mary borrowed his laptop without asking.	Tom esta enfadado porque Mary tomo prestado su portatil sin permiso.
Slip on your shoes.	Ponte tus zapatos.
I can't see him either.	Yo tampoco logro verlo.
I will wait until you have finished your homework.	Esperare a que hayas acabado los deberes.
We needed help.	Nosotros necesitabamos ayuda.
He is a very sincere person.	El es una persona muy sincera.
What color are Tom's eyes?	¿De que color son los ojos de Tom?
The employees are all unionized.	Todos los empleados estan sindicados.
The scientist is conducting medical research.	El cientifico esta realizando una investigacion medica.
You can't sleep more than 24 hours a day.	No podes dormir mas de 24 horas al dia.
Stop whining like a baby.	Para de quejarte como un nino.
I want to speak French.	Quiero hablar frances.
She came to see us yesterday.	Vino a vernos ayer.
I get up at 7:00.	Me levanto a las 7:00.
Why do you think Tom would do this?	¿Por que piensas que Tom haria esto?
Don't treat me as if I were a child.	No me trates como si fuese un nino.
I'm not here to arrest you.	No estoy aqui para ponerte entre rejas.
Aren't we forgetting something?	¿No nos estamos olvidando de algo?
It's time to leave.	Es hora de salir.
The house is on top of the hill.	La casa esta en lo alto de la colina.
I sat by his side.	Me sente a su lado.
I have a return ticket to Tokyo.	Tengo un billete de vuelta a Tokio.
I don't mind it at all.	No me importa en absoluto.
Tom got better very quickly.	Tom se mejoro muy rapido.
Columbus proved that the world is not flat.	Cristobal Colon demostro que el mundo no es plano.
Don't speak ill of others.	No hables mal de otros.
Above all things, we must not be selfish.	Sobre todas las cosas, no debemos ser egoistas.
He couldn't get the job.	El no pudo conseguir el trabajo.
Tom just wanted to be happy.	Tom solo queria ser feliz.
Why did you allow it to happen?	¿Por que permitiste que pasara?
I'm feeling pretty confident.	Me siento muy confiado.
Language is the most important invention of the man.	El lenguaje es la mas importante invencion del ser humano.
I got up early to catch the first train.	Me levante temprano para coger el primer tren de la manana.
Doing that sort of thing makes you look stupid.	Hacer ese tipo de cosas te hace ver estupido.
It's very unlikely.	Es muy improbable.
The gun isn't loaded.	El arma no esta cargada.
Better to err on the side of caution.	Mejor pasarse de cauto.
Tom asked Mary if she'd go to John's art exhibit.	Tom pregunto a Mary si iria a la exposicion de arte de John.
There is no time to lose.	No hay tiempo que perder.
I am allergic to aspirin, penicillin, and sulfa drugs.	Soy alergica a la aspirina, a la penicilina y a las sulfamidas.
Was I about to die?	¿Estuve a punto de morir?
Please don't argue.	Por favor, no discuta.
That person died.	Esa persona murio.
I drank from the tap.	Yo he bebido de la canilla.
If I were you, I'd follow his advice.	Si yo fuera tu, seguiria su consejo.
Please come to my house.	Ven a mi casa, por favor.
This tastes good.	Esto sabe bien.
Sewage often pollutes the ocean.	Las aguas residuales contaminan el mar a menudo.
Tom is already here, but Mary hasn't arrived yet.	Tom ya esta aqui pero Mary todavia no ha llegado.
Binge drinking is harmful for your health.	El consumo excesivo de alcohol es perjudicial para la salud.
What's your favorite saying?	¿Cual es tu dicho favorito?
Tom must be home by 2:30.	Tom debe estar en casa a las dos y media.
Though he is clever, he isn't wise.	Aunque es listo no es sabio.
Burn this letter after you finish reading it.	Quema esta carta cuando acabes de leerla.
He'll go, too, won't he?	El tambien se ira, ¿verdad?
Tom went ballistic.	Tom se puso loco.
Come here.	Ven.
What does Tom want to know?	¿Que quiere saber Tom?
Tom knows what he likes.	Tomas sabe lo que quiere.
I don't think Tom was involved in the scandal.	No creo que Tom estuviera involucrado en el escandalo.
My refrigerator is out of order.	Mi refrigerador esta descompuesto.
Is that a cat?	¿Eso es un gato?
I still have a lot of questions.	Todavia tengo muchas preguntas.
She was shivering with cold.	Ella temblaba de frio.
It was terribly cold yesterday.	Ayer estaba heladisimo.
Tom has a bruise on his right leg.	Tom tiene un hematoma en la pierna derecha.
They hate each other.	Ellos se odian.
Everyone attacked my opinion.	Todos se quejaron de mi opinion.
They just want to have fun.	Ellos solo quieren divertirse.
She set out for Thailand.	Ella partio a Tailandia.
I know you can make it better.	Se que puedes hacerlo mejor.
I'd like it if you were always honest with me.	Me gustaria que fueras siempre sincero conmigo.
My wife asked me to throw this old hat away.	Mi esposa me pidio que tire este viejo sombrero.
Tom made the coffee too strong.	Tom hizo el cafe demasiado fuerte.
I wasn't even driving that fast.	Ni siquiera estaba conduciendo tan rapido.
The typhoon prevented us from going back to Tokyo.	El tifon nos impidio regresar a Tokio.
They won't come back.	No van a volver.
The boy mocked his friend for being a coward.	El muchacho se burlo de su amigo por ser un cobarde.
I want you to come with me.	Quiero que vengas conmigo.
I was here first.	Yo estaba aqui antes.
Hey, you two! What are you doing?	¡Eh! ¡Vosotras dos! ¿Que haceis?
Without you, life is awful.	Sin ti la vida es horrible.
Where can we get what we want?	¿Donde podemos conseguir lo que queremos?
Tom came to see you.	Tom vino a verte.
Their work seems good to me.	Su trabajo me parece bueno.
Tom has the right to vote.	Tom tiene el derecho a votar.
The letter was written in code.	La carta estaba escrita en cifra.
Do you like swimming?	¿Te gusta nadar?
Tom knows Mary and John are no longer together.	Tom sabe que Mary y John ya no estan juntos.
Is this your bicycle?	¿Es esta tu bici?
Aren't you hot?	¿Tu no tienes calor?
Tom slumped into a chair, exhausted.	Tom se desplomo sobre la silla, exhausto.
I get paid on the first.	Fui pagado por adelantado.
Tom's great-grandfather was born blind.	El bisabuelo de Tom era ciego de nacimiento.
I'll call you at noon.	Te llamare al mediodia.
Is the park open to the public?	¿El parque esta abierto al publico?
He bought his son a camera.	El le compro una camara a su hijo.
Tom married a much younger woman.	Tom se ha casado con una mujer mucho mas joven.
Why didn't you ask?	¿Por que no preguntaste?
I missed you last night.	Anoche os eche de menos.
You should come out with us.	Deberias salir con nosotros.
You must be more patient.	Necesitas ser mas paciente.
Botany deals with the study of plants.	La botanica trata sobre el estudio de las plantas.
I can't understand your language.	No puedo entender tu idioma.
She has been absent since last Wednesday.	Ella ha estado ausente desde el miercoles pasado.
Could you turn down the radio?	¿Puedes bajar la radio?
Do you listen to the radio at home every day?	¿Escuchas diariamente la radio en tu casa?
Tom doesn't think that Mary looks like her mother.	Tom no piensa que Mary se vea como su madre.
The window washer lost his grip and fell to his death.	El limpiaventanas perdio su asidero y se precipito hacia su muerte.
I'm so wasted.	Estoy tan perdido.
Tom desperately needed that.	Tom necesitaba eso desesperadamente.
Someone stole Tom's guitar.	Alguien le robo la guitarra a Tom.
Tom decided to major in French.	Tom decidio especializarse en frances.
Tom has three older brothers.	Tom tiene tres hermanos mayores.
My wife wanted to adopt a child.	Mi esposa queria adoptar un nino.
When will he be back?	¿Cuando volvera?
My grandfather goes to mass every Sunday.	Mi abuelo va a misa todos los domingos.
Have you been told when you are expected to be here?	¿Te dijeron cuando se espera que te presentes?
I was born in 1972.	Naci en 1972.
She gave her oath that she would not drink.	Ella dio su palabra de que no beberia.
Almost everyone in the class voted in favor of having a thank-you party for the teachers.	Casi todos en la clase votaron a favor de tener una fiesta de agradecimiento a los profesores.
We had a little water.	Teniamos un poco de agua.
Tom saw us.	Tom nos vio.
How many galaxies are there in the universe?	¿Cuantas galaxias hay en el universo?
He never fails to call his mother on her birthday.	El siempre llama a su madre el dia de su cumpleanos.
We didn't see anything.	Nosotros no vimos nada.
My mother appears young for her age.	Para la edad que tiene, mi madre parece mas joven.
Let them keep their jobs.	Dejelos mantener sus trabajos.
Tom is shy.	Tom es timido.
He waited until she came.	El espero hasta que ella llego.
Tom's mother's dead.	La madre de Tomas esta muerta.
Revenge is sweet.	La venganza es dulce.
Let's try once more.	Tratemos una vez mas.
Tom did his best to help Mary learn French.	Tom hizo lo que pudo para ayudar a Mary a aprender frances.
People should wash themselves.	La gente deberia lavarse.
He's an excellent brain surgeon.	El es un excelente neurocirujano.
I said thanks.	Yo dije gracias.
Life is like riding a bicycle. To keep your balance you must keep moving.	La vida es como una bicicleta. Uno debe avanzar para no perder el equilibrio.
I thought you were going to keep Tom busy.	Pense que ibas a mantener a Tom ocupado.
I lost my notebook today.	Perdi mi cuaderno hoy.
My cat has a big, white, bushy tail.	Mi gato tiene una cola grande, blanca y peluda.
Tom did it just to impress Mary.	Tom solo lo hizo para impresionar a Mary.
You weren't even there.	Ni siquiera estuviste alli.
What did you buy this expensive dictionary for?	¿Para que has comprado este diccionario tan caro?
Make it larger.	Hazlo mas grande.
I'd probably be arrested if I did that.	Probablemente me apresarian si lo hiciera.
I hope today's ball game won't be canceled.	Espero que el partido de beisbol de hoy no se cancele.
I hope to see you tomorrow.	Espero verte manana.
A rabbit has long ears and a short tail.	Un conejo tiene orejas largas y cola corta.
The car is ready.	El auto esta listo.
May I use your car today?	¿Puedo usar su carro hoy dia?
Sensing danger, he ran away.	Al sentir el peligro salio corriendo.
He lived an unhappy life.	El vivio una vida infeliz.
Tom and his friends often play cards until after midnight.	Tom y sus amigos suelen jugar cartas hasta pasada la medianoche.
I don't want this.	No quiero esto.
You're part of this.	Tu eres parte de esto.
I'll fix it up all right.	Ya lo soluciono yo.
Tom Jackson is actually not the manager.	En realidad Tom Jackson no es el manager.
I have exactly what you need.	Tengo exactamente lo que necesitas.
I remember what you said.	Me acuerdo de lo que dijiste.
Let's have another beer.	Pidamos otra cerveza.
Have you been totally honest with me?	¿Has sido totalmente honesto conmigo?
Why is Tom still in Boston?	¿Por que Tomas sigue en Boston?
If something goes wrong, just blame it on the translator.	Si algo va mal, simplemente echale la culpa al traductor.
There's no milk left.	No queda leche.
Pink is not just for girls.	El rosado no es solo para ninas.
You must take care of your dog.	Tienes que cuidar de tu perro.
Why are you angry?	¿Por que estan enfadados?
I enjoyed talking with you.	Me gusto mucho hablar con usted.
Tom doesn't think Mary can live without him.	Tom no cree que Mary pueda vivir sin el.
Please just tell me what it is you want to do.	Por favor, solo dime que es lo que quieres hacer.
Don't get yourself involved in that.	No se comprometa usted en eso.
The boy is able to memorize everything he reads.	El chico logra memorizar todo lo que lee.
I have no more money in my wallet.	No me queda dinero en mi monedero.
Tom says that ghosts aren't real.	Tom dice que los fantasmas no son reales.
Please put your cigarette out.	Por favor, apague su cigarrillo.
Have you already met her?	¿Te has reunido ya con ella?
We are two of a kind.	Somos dos de la misma clase.
See you soon!	Te vere pronto.
I'm looking forward to visiting your country this winter.	Espero con ganas a visitar tu pais este invierno.
I need to hire a lawyer.	Necesito contratar a un abogado.
You have no need to be ashamed.	No tienes por que avergonzarte.
I must have my bicycle repaired.	Tengo que mandar a reparar mi bicicleta.
She speaks Portuguese.	Ella habla portugues.
Do it by yourself.	Hazlo por ti mismo.
I am going to play soccer tomorrow.	Manana voy a jugar al futbol.
He has nothing to do with it.	El no tiene nada que ver con eso.
Did you come here alone?	¿Viniste aqui solo?
It isn't necessary to answer that letter.	No es necesario responder a esa carta.
I'm very happy now.	Ahora estoy muy feliz.
I've given up on the idea of buying a house.	He abandonado la idea de comprar una casa.
Please tell us why you need to stay here.	Por favor, cuentanos por que necesitas quedarte aqui.
Do you want me to explain it again?	¿Quieres que te lo explique otra vez?
Many children were playing in the park.	Muchos ninos jugaban en el parque.
I thought Tom would make breakfast.	Pense que Tom prepararia desayuno.
She did her best to help him.	Ella hizo todo lo que pudo para ayudarle.
Illness forced him to give up school.	La enfermedad lo forzo a abandonar la escuela.
I need you for a second.	Te necesito un segundo.
Open the window, will you?	¿Puedes abrir la ventana?
Tom introduced Mary to John.	Tom le presento a Mary a John.
We have to start at once.	Tenemos que empezar de una vez.
As a rule, twins have a lot in common.	Como regla, los gemelos tienen mucho en comun.
His piano playing sounded fantastic.	Su interpretacion en el piano sono fantastico.
Prices have jumped.	Los precios volaron.
It's not possible to live on that island.	Es imposible vivir en esa isla.
I want to hear it again.	Quiero escucharlo otra vez.
You're in my way.	Estas en mi camino.
Did you take the book back to the library?	¿Devolviste el libro a la biblioteca?
He fell in love with her at first sight.	El se enamoro de ella a primera vista.
Where can I put my bag?	¿Donde puedo poner mi cartera?
You're the laziest person I know.	Eres la persona mas floja que conozco.
Tom got robbed.	Tom fue robado.
He is kind to her.	El es amable con ella.
I could get in trouble if I did that.	Me podria meter en problemas si hiciera aquello.
My wife thinks I'm crazy.	Mi mujer piensa que estoy loco.
We deliberated whether we should cancel the reservation.	Discutimos acerca de si debiamos cancelar la reserva.
Did you hear someone ring the doorbell?	¿Oiste a alguien tocar el timbre?
I think we're on the right path.	Pienso que vamos en la direccion correcta.
Was that you on TV last night?	¿Eran ustedes anoche en television?
Today is the best day of my life.	Hoy es el mejor dia de mi vida.
Kumi made a box.	Kumi hizo una caja.
They're in danger.	Estan en peligro.
She cut her hand with a knife.	Ella se corto la mano con un cuchillo.
Tom isn't your average guy. He doesn't like things most guys like and he doesn't like to do things most men enjoy doing.	Tom no es el tipo promedio. A el no le gustan las cosas que a la mayoria les gusta y no le gusta hacer lo que los demas hombres disfrutan haciendo.
I know that I am a good teacher.	Se que soy un buen profesor.
What a beautiful sunset!	¡Que hermosa puesta de sol!
Has Tom become crazy?	¿Tom se volvio loco?
The man you see over there is my uncle.	El hombre que ves alli es mi tio.
That isn't what happened.	Eso no fue lo que paso.
Tom decided that he was going to study French for three hours a day.	Tom decidio que iba a estudiar frances tres horas al dia.
The news moved him deeply.	La noticia le afecto mucho.
They found out.	Ellos lo descubrieron.
I'm almost done.	Casi he terminado.
Do you want to do this now?	¿Quieres hacer esto ahora?
I saw my sister tear up the letter.	Vi a mi hermana hacer tira la carta.
I tried to break the door open, which I found impossible.	Intente abrir la puerta a golpes, pero fue imposible.
I told Tom to go.	Le dije a Tom que se vaya.
The price of this camera is very high.	El precio de esta camara es muy alto.
I bought a Picasso.	Compre un Picasso.
What time does class begin?	¿A que hora empieza la clase? bien, la clase empieza a las 7 en punto.
Don't tell your dad.	No se lo digas a tu padre.
Write your congressman.	Escribele a tu congresista.
I didn't know you were from Boston.	No sabia que eras de Boston.
I hope something bad doesn't happen to us.	Espero que no nos ocurra algo malo.
He is precious to us.	El es muy querido para nosotros.
My father is shaving in the bathroom.	Mi papa esta en el bano afeitandose.
I heard that Mary was pregnant.	Escuche que Maria estaba embarazada.
Though they're twins, they don't have many interests in common.	A pesar de que son gemelas, no tienen muchos intereses en comun.
You may go.	Pueden marcharse.
We have an hour's recess for lunch from twelve to one.	Tenemos una pausa de almuerzo de una hora desde las doce a la una.
We could learn a lot from each other.	Podemos aprender mucho los unos de los otros.
Were you sober at that time?	¿Estabas sobrio en aquel momento?
Tom called the insurance company to report that his car had been stolen.	Tom llamo a la compania de seguros para informar de que le habian robado el coche.
Neither Tom nor Mary had a job.	Ni Tom ni Mary trabajaron.
It took 22 years to build the Taj Mahal.	Se tardaron 22 anos en construir el Taj Mahal.
Tom finally ate something.	Tom finalmente comio algo.
Is it deep here?	¿Cubre aqui?
Do it yourself.	Hazlo tu mismo.
I like that person.	Esa persona me gusta.
I have no money.	No tengo un chavo.
You have three cats.	Teneis tres gatos.
How much money has been spent on building the museum?	¿Cuanto dinero se ha gastado en la construccion del museo?
There's something important I need to tell you.	Hay algo importante que necesito decirte.
She did not promise to come here again.	Ella no prometio venir aqui de nuevo.
Put on your cap.	Ponte el sombrero.
This television set is heavy.	Esta television es pesada.
How's your wife?	¿Como esta tu mujer?
How old is your son?	¿Cuantos anos tiene su hijo?
I keep a rabbit as a pet.	Tengo un conejo como mascota.
He's a weird guy.	El es un tipo extrano.
I saw them play baseball.	Les vi jugar al beisbol.
I've been very busy lately.	Estoy muy ocupado ultimamente.
The policeman arrested him for drunken driving.	El policia lo arresto por conducir bebido.
There's something I need you to do.	Hay algo que necesito que hagas.
Don't gamble with other people's money.	No especule con dinero ajeno.
Where is the cafeteria?	¿Donde esta la cafeteria?
I did what was important to me.	Hice lo que era importante para mi.
They were scattered in all directions.	Estaban esparcidos en todas las direcciones.
Go see Tom.	Ve a ver a Tom.
Tom attempted to persuade Mary to go to church with him.	Tom trato de persuadir a Maria para ir a la iglesia con el.
They came to an agreement.	Llegaron a un acuerdo.
I'd prefer meat to fish.	Prefiero carne en vez de pescado.
Let's fly a kite.	Volemos un papalote.
Don't pay attention to him.	No le prestes atencion.
The beginning is the most important part of the work.	El comienzo es la parte mas importante del trabajo.
I made a paper plane.	Hice un avion de papel.
It belongs to my brother.	Esto le pertenece a mi hermano.
If you want to avoid cholesterol, eat lean meat with no fat.	Si quieres evitar el colesterol, come carnes magras sin grasa.
Twenty people died in a fire.	Veinte personas murieron en un incendio.
Tom didn't intend to cause Mary any trouble.	Tom no quiso causarle ningun problema a Mary.
Disrespectful comments will not be tolerated.	No se toleraran comentarios que falten al respeto.
I used to work for Tom.	Solia trabajar para Tom.
Her face turned pale.	Su rostro palidecio.
That's a waste of time and money.	Eso es una perdida de tiempo y dinero.
May I run with you?	¿Puedo correr contigo?
Don't speak so fast.	No hables tan rapido.
Tell me the story.	Cuentame la historia.
Try on that shirt.	Pruebate esa camisa.
You're very beautiful.	Estas muy linda.
I think of you all the time.	Pienso en vos todo el tiempo.
Thanks for your comments.	Gracias por los comentarios.
You can't hide forever, Tom.	No puedes ocultarte por siempre, Tom.
The French language is rich in synonyms.	El frances es rico en sinonimos.
I'll ask him if he will come.	Le preguntare si acaso vendra.
His doctoral thesis must be submitted to the professor by the end of the month.	Su tesis doctoral debe ser enviada al profesor a fin de mes.
I don't need protection.	No necesito proteccion.
We'll have to separate the wires.	Tendremos que desunir los alambres.
We want to make sure.	Queremos asegurarnos.
I know that Mary is more beautiful than I am.	Se que Maria es mas linda que yo.
That would be awkward.	Eso seria extrano.
He gave me a nice Christmas present.	Me dio un bonito regalo de Navidad.
What he says is true.	Lo que el dice es cierto.
Tom and Mary are trying to calm John down.	Tom y Mary estan intentando calmar a John.
We didn't know what to do.	No sabiamos que hacer.
What's that there?	¿Que es eso de alli?
She got married at the age of 17.	Ella se caso con diecisiete anos.
Tom started to cough.	Tom se puso a toser.
Heat turns ice into water.	El calor transforma el hielo en agua.
Everything was ready for the trip.	Todo estaba listo para el viaje.
I promise you I won't ever leave you.	Te prometo que nunca te dejare.
Some animals are afraid of fire.	Algunos animales le tienen miedo al fuego.
She was loved by everybody in the village.	Ella era querida por todos en la villa.
When was the last time you climbed a mountain?	¿Cuando fue la ultima vez que escalaste una montana?
Tom and I are good friends.	Tom y yo somos buenos amigos.
The cleanup went well.	La limpieza fue bien.
Everybody has stopped working.	Todos han dejado de trabajar.
I would like to have some pancakes now.	Me gustaria tener algunas tortitas ahora.
I heard him go down the stairs.	Lo oi bajar por las escaleras.
I threw up.	Vomite.
A good question is already half of the answer.	Una buena pregunta ya es la mitad de la respuesta.
Tom took out his flashlight and turned it on.	Tom saco su linterna y la encendio.
I'll be brief.	Sere breve.
Life is hard.	La vida es dura.
I had no time to eat.	No me ha dado tiempo a comer.
Where's the bathroom?	¿Donde esta el bano?
I'm on the eighth floor.	Estoy en el octavo piso.
Tom isn't being careful.	Tom no esta siendo cuidadoso.
Like father, like son.	De tal palo, tal astilla.
Tom was unable to conceal his surprise.	Tom fue incapaz de disimular su sorpresa.
Tom can run fast.	Tom puede correr rapido.
Tom's well.	Tom esta bien.
The pitiful sight moved us to tears.	La lastimosa escena nos conmovio hasta las lagrimas.
Do it just like this.	Hagalo asi nomas.
I have to change it.	Tengo que cambiarlo.
I have to warn Tom.	Tengo que advertir a Tom.
The new bridge is under construction.	El nuevo puente esta en construccion.
I didn't want Tom to get nervous.	No queria que Tom se pusiera nervioso.
He will be a good teacher.	El sera un buen profesor.
The weather forecast says that it's going to snow this evening.	El pronostico del clima dice que nevara esta noche.
I rewrote my report.	He vuelto a escribir mi informe.
Everyone on the ship thought it was going to sink.	Todos en el barco pensaron que se iba a hundir.
Aren't you too young to smoke?	¿No eres demasiado joven para fumar?
How do you spell that word?	¿Como se escribe esa palabra?
He was just thirty-six years old.	El solo tenia treinta y seis anos.
Give me a ring tomorrow.	Llamame manana.
I know that won't happen again.	Se que no pasara otra vez.
They invited me to the party.	Me invitaron a la fiesta.
It's only the beginning.	Solo es el principio.
He wasn't as handsome as she told me.	El no era tan apuesto como ella me dijo.
Take the first street to the right.	Agarra la primera calle a la derecha.
You look happy.	Parece usted feliz.
What else could I have done?	¿Que mas podia haber hecho?
The twins helped.	Los gemelos ayudaron.
When did you arrive there?	¿Cuando llegaste alla?
I have no problem delegating authority.	No tengo ningun problema para delegar mi autoridad.
A mouse is running around the room.	Un raton esta corriendo por el cuarto.
It'll just take a second.	Solo tomara un segundo.
You can read this book.	Puedes leer este libro.
Don't you ever get tired?	¿No te cansas nunca?
She is a college student.	Ella es universitaria.
How do you do?	¿Como esta usted?
