Cargo_Total;SalidaHornoCucharaTemp;TiempoOnTotal;TiempoOffTotal;OxigenoMecheros;GasMecheros;GrafitoTotal;OxigenCojetTotal;PotenciaActiva
138.386;1577.0;2430;68;77;35;258;2285;48045
138.449;1582.6;2475;68;78;36;295;2341;48555
138.079;1574.4;2526;732;62;30;328;2575;48030
138.184;1586.4;2424;381;61;30;328;2643;48585
128.196;1568.1;2365;62;61;30;301;2534;48045
138.132;1572.0;2444;68;63;31;360;2572;48030
138.442;1591.4;2644;65;63;31;292;2610;48030
138.447;1589.9;2495;71;61;30;333;2613;48015
129.527;1577.5;2618;65;61;30;389;2685;49590
138.411;1595.4;2343;71;72;30;297;2506;48000
138.636;1606.6;2407;68;80;31;327;2497;47985
106.486;1573.7;1803;7287;66;25;351;1629;35565
137.476;1580.7;2450;110;79;31;250;2523;48030
137.25;1578.3;2385;62;78;31;308;2509;48030
137.324;1571.9;2402;68;75;29;323;2661;49515
138.787;1584.2;2385;105;77;30;306;2521;48060
138.261;1574.2;2317;71;74;29;275;2502;48075
138.457;1579.9;2377;71;77;30;268;2524;48045
137.798;1573.6;2368;71;72;29;302;2441;48045
137.881;1584.4;2410;77;78;31;274;2561;48060
90.183;1572.7;1690;156;42;19;402;2255;34065
139.712;1600.7;3009;487;0;0;582;3105;50685
155.011;1612.9;2686;364;0;0;1150;2248;55650
138.885;1576.4;2585;62;0;0;412;2137;49560
137.834;1598.2;2599;344;0;0;499;2231;50745
139.119;1573.9;2596;2473;0;0;449;2523;50535
128.888;1586.7;2346;68;0;0;299;2085;46050
139.288;1576.4;2540;71;0;0;356;2390;49005
128.166;1579.4;2517;44;69;31;347;2503;49545
138.062;1582.7;2531;65;78;35;362;2492;49530
138.14;1579.1;2506;62;77;35;346;2474;49560
138.387;1583.2;2469;68;75;33;346;2480;49065
138.305;1575.9;2430;82;0;0;408;2140;49035
138.436;1574.1;2523;558;0;0;351;2141;49065
138.555;1576.2;2542;62;0;0;359;2230;49065
128.065;1577.1;2517;71;0;0;360;2154;49050
138.195;1572.9;2438;68;0;0;287;2133;49035
138.419;1576.4;2452;68;65;32;345;2358;48600
138.34;1582.2;2396;68;68;34;307;2314;48540
138.923;1575.9;2379;319;68;33;321;2278;48555
138.362;1578.3;2441;68;69;34;246;2350;48570
138.801;1583.3;2438;65;71;35;326;2312;48540
138.795;1573.2;2430;355;69;34;285;2320;48555
138.391;1585.1;2430;60;69;34;176;2344;48540
138.689;1578.4;2419;62;69;34;310;2338;48555
138.69;1583.3;2472;65;71;35;451;2362;48555
139.273;1582.29;2433;62;70;34;375;2340;48015
137.198;1571.8;2396;68;65;30;390;2238;47955
137.105;1568.9;2433;378;65;30;363;2213;48015
139.184;1571.3;2413;65;70;34;293;2297;48060
128.916;1650.0;2379;77;68;33;237;2274;47985
137.081;1573.25;2551;158;69;34;260;2251;48075
139.862;1585.3;2379;65;68;33;214;2231;48030
137.682;1575.3;2377;1368;70;34;311;2152;47580
138.669;1577.9;2382;86;70;34;305;2203;47550
137.882;1579.1;2475;96;74;36;327;2272;47550
138.406;1581.0;2433;82;71;35;328;2284;47565
137.78;1583.1;2438;107;42;19;341;2291;47535
137.691;1570.9;2452;237;47;22;381;2304;47580
128.985;1575.5;2388;71;62;30;346;2301;47550
138.182;1575.1;2424;217;72;35;360;2357;47580
138.318;1597.9;2340;74;69;34;232;2201;47565
90.397;1621.1;1606;171;0;0;431;2134;33060
155.35;1594.9;2872;68;9;0;1006;5261;88140
138.175;1589.3;2396;127;66;33;301;2380;47550
138.846;1585.0;2365;68;0;0;352;2490;47535
138.475;1586.9;2317;544;0;0;273;2431;47565
138.657;1584.9;2337;62;0;0;270;2514;47565
138.805;1544.89;2363;431;0;0;333;2492;47535
136.639;1602.0;2315;65;0;0;317;2452;47550
138.494;1578.1;2450;150;0;0;301;2609;48060
138.697;1577.4;2399;65;0;0;263;2566;48075
137.659;1575.0;2430;372;0;0;328;2560;48045
138.154;1577.6;2436;372;0;0;373;2605;48060
138.245;1576.9;2436;62;0;0;308;2581;47580
138.393;1573.2;2385;97;0;0;331;2518;46560
138.416;1578.1;2458;65;0;0;496;2671;47550
138.314;1581.6;2374;68;0;0;349;2584;47550
138.715;1578.8;2334;62;0;0;194;2371;47055
138.324;1585.4;2343;77;0;0;360;2468;47040
138.462;1592.4;2306;65;0;0;118;2674;47055
138.8;1583.7;2309;127;51;25;292;2760;47040
138.593;1589.8;2281;62;0;0;313;2759;46530
138.593;1589.8;2281;62;0;0;313;2759;46530
139.276;1574.9;2320;240;0;0;338;2823;46560
138.67;1605.9;2317;65;0;0;342;2824;46530
139.336;1598.2;2340;1252;0;0;281;2857;46530
139.882;1603.0;2261;62;0;0;366;2785;46515
137.967;1571.4;2438;555;50;25;354;2395;47760
139.855;1578.8;2410;65;0;0;267;2530;47535
138.982;1609.8;2399;181;0;0;350;2579;48570
138.949;1575.4;2317;108;0;0;339;2490;47550
138.81;1580.8;2303;223;0;0;249;2477;47535
138.845;1580.5;2382;653;0;0;344;2519;48030
90.283;1597.9;1614;46;0;0;231;2104;32415
154.965;1579.7;2658;166;0;0;626;3084;54660
138.304;1579.4;2438;1249;0;0;407;2640;48090
138.634;1571.0;2317;35;0;0;380;2543;47040
138.22;1576.9;2475;35;0;0;403;2564;47025
138.039;1578.7;2399;387;0;0;461;2531;47040
138.663;1577.0;2334;41;0;0;383;2550;47025
129.922;1574.4;2326;553;0;0;227;2524;44370
129.922;1574.4;2326;553;0;0;227;2524;44370
129.922;1574.4;2326;553;0;0;227;2524;44370
138.948;1576.8;2365;255;0;0;456;2636;47430
138.775;1613.8;2382;3631;0;0;564;3189;46410
138.605;1576.1;2317;305;0;0;445;2648;46515
138.32;1584.9;2385;480;0;0;437;2640;46545
90.702;1576.3;1530;168;0;0;379;1844;32565
138.655;1585.1;2208;62;49;24;254;2613;45525
138.783;1580.6;2199;68;5;1;302;2619;45540
138.603;1582.6;2301;62;55;27;329;2631;45525
138.273;1595.2;2208;62;53;26;305;2608;45525
138.469;1586.1;2267;62;0;0;353;2625;45540
138.799;1579.2;2281;65;0;0;322;2732;45540
138.395;1586.3;2211;65;0;0;315;2619;45555
138.662;1579.5;2244;74;0;0;329;2663;45375
138.18;1589.0;2256;74;0;0;349;2742;46035
129.002;1580.0;2168;71;0;0;297;2513;43560
137.839;1583.8;2402;65;0;0;319;2739;46020
138.914;1578.6;2329;62;0;0;356;2967;46035
138.914;1578.6;2329;62;0;0;356;2967;46035
138.821;1579.5;2374;62;0;0;308;3018;46545
138.287;1582.1;2343;386;0;0;305;3074;46560
134.85;1581.5;2399;117;0;0;422;2875;46575
138.89;1579.7;2464;35;0;0;402;2831;46590
137.9;1582.1;2368;32;0;0;512;2793;46530
139.519;1577.8;2346;187;0;0;282;2775;46500
139.519;1577.8;2346;187;0;0;282;2775;46500
133.788;1590.0;2531;52;0;0;399;2926;46590
138.605;1614.1;2568;168;0;0;339;3159;49035
138.829;1577.6;2281;32;0;0;303;2446;46545
138.204;1579.7;2334;35;0;0;248;2491;46545
129.716;1577.5;2067;32;0;0;304;2146;43605
137.783;1565.7;2334;303;57;27;219;2441;46560
138.469;1578.3;2309;348;56;28;200;2464;46545
138.455;1585.4;2323;35;60;29;193;2491;47055
138.288;1584.1;2301;32;57;28;188;2542;47055
137.831;1564.2;2374;35;38;18;386;2455;47055
128.448;1573.2;2385;35;0;0;432;2264;44040
139.051;1580.2;2295;120;0;0;390;2506;47055
139.446;1575.1;2365;162;0;0;404;2489;47055
138.551;1577.2;2354;32;0;0;403;2500;47040
138.908;1621.6;2987;749;53;23;326;3453;51060
155.45;1598.0;2804;77;0;0;527;2622;56040
155.45;1598.0;2804;77;0;0;527;2622;56040
138.141;1597.9;2517;397;0;0;355;2177;50535
137.943;1595.5;2565;259;0;0;369;2137;50640
138.515;1589.9;2585;65;0;0;180;2401;49035
138.78;1587.5;2424;74;0;0;158;2347;49035
137.728;1584.7;2413;68;0;0;229;2351;49065
137.728;1584.7;2413;68;0;0;229;2351;49065
138.956;1588.0;2497;91;0;0;219;2407;49050
138.877;1578.1;2467;65;0;0;118;2365;49035
138.048;1577.5;2430;68;0;0;247;2356;48525
138.195;1588.9;2450;68;0;0;182;2332;48540
138.267;1577.8;2447;68;0;0;226;2344;48540
138.267;1577.8;2447;68;0;0;226;2344;48540
137.966;1586.0;2391;156;0;0;239;2210;48030
138.973;1581.7;2500;63;0;0;391;2187;48030
138.074;1581.8;2410;412;0;0;300;2236;48060
138.826;1577.7;2512;138;0;0;235;2500;48045
138.739;1578.2;2469;68;0;0;131;2569;48000
138.32;1579.8;2427;349;0;0;82;2547;48015
138.162;1575.3;2332;156;0;0;118;2466;47520
138.836;1584.5;2334;65;0;0;69;2526;47520
137.365;1574.5;2312;62;0;0;182;2405;47505
137.392;1581.2;2337;65;0;0;202;2437;47040
138.266;1574.8;2306;2721;0;0;198;2519;47010
139.101;1588.4;2382;141;0;0;162;2454;46605
137.763;1588.9;2362;263;0;0;174;2473;47055
137.638;1582.7;2368;105;0;0;276;2491;46590
137.548;1580.3;2360;68;0;0;216;2494;46575
137.548;1580.3;2360;68;0;0;216;2494;46575
138.691;1579.6;2377;65;0;0;150;2540;46545
137.84;1577.5;2483;68;0;0;153;2391;46560
138.334;1574.2;2377;68;0;0;189;2515;46560
138.087;1572.7;2357;82;0;0;219;2467;46545
138.087;1572.7;2357;82;0;0;219;2467;46545
128.583;1572.3;2348;68;0;0;184;2489;46575
137.529;1578.1;2332;65;0;0;194;2450;46545
138.611;1574.8;2329;214;0;0;154;2376;46560
138.355;1575.6;2292;68;0;0;194;2389;46545
139.642;1579.8;2298;332;18;9;189;2369;46050
138.811;1584.9;2309;74;6;3;155;2431;45930
138.586;1579.1;2337;113;0;0;230;2431;46035
138.586;1579.1;2337;113;0;0;230;2431;46035
138.396;1575.3;2315;62;0;0;179;2311;46035
138.432;1576.7;2447;94;0;0;166;2403;46035
138.302;1573.8;2348;144;0;0;205;2457;46035
128.353;1580.1;2377;62;58;28;405;2396;46035
138.107;1580.2;2247;76;50;24;217;2317;46020
138.107;1580.2;2247;76;50;24;217;2317;46020
137.628;1576.6;2253;65;39;19;149;2279;45570
137.827;1582.6;2309;65;63;31;174;2342;46005
137.905;1581.5;2284;65;62;30;213;2333;46050
136.852;1557.9;2351;423;62;31;231;2404;46005
137.559;1575.28;2334;65;62;30;313;2410;46035
137.105;1598.57;2295;1326;62;30;241;2473;46035
137.504;1591.3;2298;2297;0;0;288;2413;46005
137.504;1591.3;2298;2297;0;0;288;2413;46005
138.078;1603.85;2377;1830;0;0;473;2667;47625
138.456;1600.6;2317;1400;0;0;298;2388;46125
90.132;1581.4;1693;334;0;0;611;2174;32565
138.381;1583.74;3012;232;0;0;399;3194;51345
155.275;1617.45;2852;161;0;0;622;2728;56070
138.545;1588.5;2483;578;0;0;233;2162;49620
137.611;1598.6;2503;415;0;0;189;2148;49575
138.396;1602.7;2596;74;0;0;299;2550;50550
139.852;1588.7;2461;417;0;0;179;2356;48975
139.336;1593.4;2455;1216;0;0;143;2331;48555
139.08;1587.5;2478;238;0;0;243;2369;49050
137.665;1593.7;2399;71;0;0;233;2328;49155
138.537;1589.2;2444;68;0;0;171;2380;49035
138.172;1595.8;2396;71;0;0;265;2317;48555
138.299;1596.1;2416;74;0;0;212;2317;48540
137.723;1597.0;2315;80;0;0;164;2213;48630
137.603;1600.2;2309;105;0;0;148;2153;48030
138.573;1602.0;2329;71;0;0;177;2188;48030
137.615;1593.3;2374;358;0;0;188;2235;48045
138.408;1582.7;2385;130;0;0;179;2562;47550
138.095;1592.2;2382;68;59;28;174;2592;47565
138.319;1606.8;2430;71;64;31;195;2513;47535
138.745;1597.9;2362;608;62;30;195;2472;47040
138.882;1577.2;2438;68;64;31;169;2527;47055
138.882;1577.2;2438;68;64;31;169;2527;47055
138.096;1591.6;2469;71;67;32;220;2493;47070
128.406;1593.4;2405;702;61;30;237;2564;47040
138.321;1584.8;2374;71;62;30;179;2461;47070
136.675;1586.2;2416;127;63;31;204;2488;47040
136.675;1586.2;2416;127;63;31;204;2488;47040
154.172;1588.6;2700;94;62;30;334;3105;53070
138.713;1583.6;2326;1030;61;29;284;2418;47055
125.903;1607.5;2343;71;61;29;393;2487;47070
139.522;1620.3;2444;74;65;32;227;2535;47070
136.671;1596.0;2329;170;62;30;195;2433;47040
137.272;1602.7;2303;147;59;29;261;2429;47055
138.882;1601.9;2388;80;64;31;305;2479;47040
128.626;1597.6;2419;423;72;30;245;2480;47040
137.979;1611.5;2351;375;71;30;250;2464;47040
138.222;1599.9;2331;2282;68;29;204;2316;47100
138.252;1599.1;2329;83;72;30;222;2390;47040
137.406;1597.4;2340;1059;68;29;220;2472;47055
138.019;1582.4;2396;74;74;31;320;2482;47070
128.741;1611.1;1128;2;70;30;256;2512;47055
138.401;1582.1;2346;71;70;29;360;2433;46545
138.448;1582.0;2371;71;73;31;286;2422;46545
138.38;1589.8;2495;74;77;32;269;2568;46545
128.864;1583.9;2365;288;70;30;240;2514;46545
138.066;1590.3;2377;362;71;29;278;2518;46545
138.569;1573.6;2469;105;76;32;250;2508;46110
138.069;1586.9;2447;179;74;31;241;2504;46050
137.298;1590.8;2438;454;74;31;273;2547;46080
137.83;1585.7;2430;161;74;31;201;2498;46110
137.405;1577.8;2391;130;73;31;260;2496;46095
138.465;1574.4;2382;68;68;29;159;2487;46095
127.385;1574.4;2385;136;0;0;149;2317;46560
138.369;1581.9;2483;237;73;28;197;2776;48105
128.08;1583.4;2436;215;73;28;302;2603;48135
138.251;1590.2;2436;217;71;27;322;2658;48060
138.341;1574.9;2427;131;73;28;308;2554;48045
137.712;1573.5;2362;114;71;27;316;2615;48075
138.797;1587.6;2391;116;72;28;312;2585;48045
137.716;1584.1;2396;99;73;28;310;2592;48045
138.542;1591.8;2382;71;70;27;309;2607;48075
128.454;1586.7;2402;361;70;27;263;2835;48060
138.937;1585.7;2638;130;80;30;204;2583;48060
138.574;1583.9;2441;71;72;28;265;2673;48075
128.676;1587.1;2441;130;73;28;333;2682;48045
138.91;1583.9;2399;240;72;28;290;2584;48075
138.204;1595.2;2438;417;73;28;291;2628;48045
138.469;1591.8;2467;991;73;28;414;2619;47550
128.704;1575.1;2391;71;72;28;383;2567;47550
138.404;1574.7;2427;71;73;28;310;2646;47535
138.22;1577.8;2450;373;76;29;221;2600;47565
137.572;1570.0;2382;150;71;27;193;2591;47550
127.71;1589.6;2497;808;75;29;333;2722;48045
138.721;1593.2;2562;158;74;29;198;2851;49065
138.091;1597.9;2461;229;75;29;366;2630;48075
138.115;1590.8;2438;262;74;28;320;2643;48075
89.947;1586.6;1918;146;55;21;442;2309;35040
89.947;1586.6;1918;146;55;21;442;2309;35040
138.083;1598.0;2334;476;0;0;139;2203;48045
138.385;1571.9;2464;223;75;29;168;2624;47565
138.705;1599.7;3156;502;0;0;787;2998;57615
139.318;1578.6;2436;74;83;32;300;2370;49050
128.342;1579.2;2396;38;77;30;333;2343;49035
138.304;1579.0;2382;96;82;32;266;2261;49035
137.381;1581.8;2430;68;82;32;289;2381;49005
128.97;1585.7;2467;68;82;32;240;2456;49035
138.419;1579.4;2450;77;84;32;149;2360;49035
138.419;1579.4;2450;77;84;32;149;2360;49035
139.139;1585.0;2447;68;0;0;241;2357;49005
150.184;1588.6;2551;74;0;0;361;2630;53535
128.397;1590.6;2441;305;0;0;251;2399;48945
138.329;1576.5;2348;71;0;0;334;2305;49020
138.162;1599.6;2368;68;0;0;260;2261;49035
138.538;1585.8;2385;74;0;0;260;2361;49065
138.116;1600.4;2461;74;74;36;336;2170;50550
137.68;1604.0;2503;71;75;36;429;2041;50550
155.238;1619.7;2869;83;64;31;747;2645;57555
128.018;1591.9;2346;77;78;30;283;2339;49020
138.426;1650.0;2298;102;76;29;300;2285;49065
128.895;1604.6;2351;167;82;32;284;2312;49065
138.627;1612.8;2433;319;83;32;312;2364;50025
149.893;1600.6;2604;170;84;33;486;2744;53550
138.148;1583.9;2441;313;82;32;369;2422;50535
90.961;1589.6;1758;97;0;0;541;2373;35070
138.226;1598.7;2365;68;0;0;491;2765;47565
138.389;1584.5;2326;127;73;28;295;2513;47535
128.101;1587.5;2261;68;75;29;433;2338;44055
138.566;1577.1;2334;158;73;28;313;2561;47370
138.385;1575.8;2388;65;77;30;319;2551;47565
128.56;1580.3;2472;71;76;29;325;2561;47520
138.481;1576.7;2354;71;74;29;320;2541;47535
150.029;1582.6;2703;71;76;30;456;2865;51660
137.76;1597.1;2334;339;73;28;311;2508;47565
138.682;1593.1;2272;1181;72;28;318;2455;47535
130.414;1596.5;2526;71;77;30;317;2575;47565
138.506;1574.3;2402;614;77;30;220;2527;47565
137.162;1587.2;2421;530;75;29;191;2579;48060
129.052;1581.7;2374;1272;72;28;170;2508;48015
138.908;1578.1;2343;68;45;17;268;2536;48045
138.104;1578.9;2475;65;0;0;232;2557;48060
138.104;1582.3;2365;71;0;0;212;2620;48540
137.804;1584.4;2419;319;0;0;179;2683;48555
138.888;1585.6;2315;65;0;0;358;2501;48555
138.412;1580.7;2365;274;0;0;254;2581;48555
138.71;1586.0;2340;68;0;0;256;2584;48540
127.974;1580.9;2368;215;81;31;185;2338;48555
138.276;1575.5;2346;71;83;32;225;2284;48570
138.506;1572.0;2388;68;85;33;291;2293;48540
138.379;1574.5;2399;68;85;33;261;2341;48555
137.508;1593.2;2402;71;85;33;257;2358;48540
138.915;1581.3;2548;74;85;33;277;2345;48555
138.18;1571.2;2354;68;84;33;316;2273;48540
138.271;1574.2;2540;68;85;33;258;2409;49050
138.355;1575.6;2486;65;87;34;303;2419;49050
149.914;1580.6;2841;68;90;35;426;2845;53280
138.559;1577.2;2500;74;86;34;313;2413;49050
138.629;1570.3;2385;71;82;32;331;2382;49065
138.397;1577.9;2503;68;85;33;313;2410;49035
138.266;1574.9;2419;65;85;33;281;2348;49050
128.142;1581.4;2579;68;82;32;275;2385;49050
138.565;1590.1;2506;68;82;32;314;2389;49065
128.705;1581.9;2467;269;80;31;565;2463;49035
150.941;1579.1;2717;184;54;21;408;2857;54045
138.607;1579.2;2497;356;0;0;322;2384;48525
139.655;1585.9;2526;68;0;0;367;2365;48510
138.834;1575.9;2407;1711;0;0;632;2373;48555
138.504;1578.8;2438;4268;1;0;426;2422;48540
110.61;1570.3;2261;148;60;29;230;1811;43575
110.61;1570.3;2261;148;60;29;230;1811;43575
138.52;1611.6;2542;333;89;34;330;2348;48105
138.094;1579.1;2438;515;87;34;344;2339;48525
128.393;1582.5;2472;150;84;33;315;2353;49020
138.472;1585.2;2469;65;86;33;317;2232;49065
139.681;1575.7;2360;68;83;32;271;2309;48990
138.272;1596.0;2340;91;81;31;271;2304;49005
138.272;1596.0;2340;91;81;31;271;2304;49005
138.601;1575.1;3212;384;0;0;543;3577;49980
155.834;1620.4;3004;1270;89;38;546;2998;55035
138.104;1605.8;2613;226;93;40;334;2409;49050
138.353;1601.0;2531;685;89;38;307;2365;49110
150.386;1601.2;2849;170;0;0;367;2891;53295
138.866;1590.4;2517;161;0;0;209;2782;48630
138.901;1588.2;2590;220;0;0;325;2818;49080
138.586;1581.2;2534;235;0;0;339;2726;48555
138.782;1592.8;2613;384;0;0;620;2799;48570
138.751;1599.6;2616;150;0;0;487;2858;48540
138.563;1586.7;2526;74;62;30;466;2682;48060
139.066;1581.1;2478;68;62;30;482;2651;48045
138.673;1581.7;2509;65;62;30;403;2700;47865
138.56;1585.8;2486;68;62;30;346;2671;47535
138.767;1589.7;2630;184;62;30;249;2726;47565
151.729;1587.1;2782;279;65;32;428;3132;52020
138.175;1586.4;2551;150;64;31;241;2605;47520
138.192;1584.9;2526;248;63;31;205;2626;47505
128.671;1586.7;2413;519;49;19;159;3291;47535
150.276;1591.3;2658;71;74;29;302;2991;52020
138.27;1582.2;2481;364;80;31;266;2510;47535
138.353;1591.1;2540;390;83;32;219;2639;47520
149.59;1587.2;2889;372;89;35;359;3196;52035
137.989;1597.8;2554;803;81;32;278;2666;47535
138.515;1612.4;2517;71;0;0;421;2328;48075
138.515;1612.4;2517;71;0;0;421;2328;48075
150.984;1581.2;2596;1821;0;0;309;2427;48225
150.984;1581.2;2596;1821;0;0;309;2427;48225
138.098;1586.6;2731;68;0;0;287;2463;48060
138.098;1586.6;2731;68;0;0;287;2463;48060
150.761;1573.1;2587;172;0;0;388;2705;51375
150.761;1573.1;2587;172;0;0;388;2705;51375
138.135;1570.9;2514;68;0;0;196;2399;48120
138.135;1570.9;2514;68;0;0;196;2399;48120
137.956;1588.1;2542;144;0;0;380;2355;48060
137.956;1588.1;2542;144;0;0;380;2355;48060
137.991;1573.1;2694;65;0;0;367;2405;48045
137.991;1573.1;2694;65;0;0;367;2405;48045
138.628;1575.5;2579;68;0;0;382;2408;48030
138.628;1575.5;2579;68;0;0;382;2408;48030
138.628;1575.5;2579;68;0;0;382;2408;48030
138.235;1585.8;2565;71;0;0;600;2529;50520
138.135;1578.0;2585;291;66;32;581;2223;50535
138.135;1578.0;2585;291;66;32;581;2223;50535
138.412;1580.4;2661;240;70;34;817;2331;50520
138.412;1580.4;2661;240;70;34;817;2331;50520
138.108;1519.8;2540;68;0;0;711;2349;48030
138.108;1519.8;2540;68;0;0;711;2349;48030
129.491;1572.9;2551;288;0;0;859;2428;48060
129.491;1572.9;2551;288;0;0;859;2428;48060
138.616;1580.0;2545;707;67;33;477;2826;48030
138.616;1580.0;2545;707;67;33;477;2826;48030
138.035;1571.2;2534;417;0;0;547;2754;48045
138.035;1571.2;2534;417;0;0;547;2754;48045
138.232;1581.5;2461;68;0;0;393;2666;48030
138.232;1581.5;2461;68;0;0;393;2666;48030
150.718;1582.5;2686;350;0;0;506;3105;52575
150.718;1582.5;2686;350;0;0;506;3105;52575
138.137;1584.3;2503;71;0;0;414;2662;48015
138.137;1584.3;2503;71;0;0;414;2662;48015
149.441;1584.2;2602;71;0;0;534;3029;52545
149.441;1584.2;2602;71;0;0;534;3029;52545
138.623;1578.9;2438;133;0;0;506;2583;48090
137.351;1586.1;2458;71;0;0;272;2610;48045
130.158;1575.3;2450;741;0;0;295;2618;48060
137.696;1590.1;2545;68;0;0;299;2739;48555
137.696;1590.1;2545;68;0;0;299;2739;48555
138.046;1591.1;2571;68;0;0;439;2826;48555
139.134;1586.3;2512;80;0;0;409;2649;48555
138.297;1583.3;2554;150;0;0;333;2728;48570
138.721;1582.6;2534;74;0;0;360;2783;48540
138.321;1581.5;2669;68;0;0;307;2644;48555
138.618;1583.2;2697;65;0;0;301;2750;48600
138.97;1576.2;2551;99;62;30;440;2729;48555
138.073;1583.2;2618;319;64;31;389;2827;48555
138.073;1583.2;2618;319;64;31;389;2827;48555
137.753;1577.5;2571;88;62;30;558;2822;48555
150.758;1588.1;2686;62;63;30;465;2993;52545
138.427;1578.2;2534;68;63;30;408;2751;48570
138.628;1576.8;2503;71;62;29;479;2761;48585
138.155;1584.8;2590;429;61;29;419;2747;48570
138.155;1576.7;2582;386;61;30;484;2714;48525
137.91;1580.6;2689;65;66;32;315;2924;48540
138.927;1583.8;2579;127;60;29;564;3003;48540
138.927;1583.8;2579;127;60;29;564;3003;48540
139.755;1578.4;2571;167;0;0;342;2918;48525
136.193;1579.9;2534;139;51;20;393;2944;48555
138.147;1582.5;2455;62;68;26;395;2724;48525
133.073;1592.6;2450;68;69;26;389;2913;48540
90.454;1583.3;1808;229;0;0;483;2151;35595
137.943;1608.1;2510;508;0;0;365;3553;50550
154.559;1615.0;2908;451;0;0;741;3019;57540
138.223;1599.5;2641;727;0;0;581;2590;53040
138.154;1598.2;2568;724;0;0;526;2508;50055
138.511;1619.4;2309;370;16;8;322;2660;47565
145.159;1599.0;2683;505;0;0;434;3251;51060
138.223;1592.3;2467;198;0;0;318;2786;47550
138.394;1598.5;2416;407;0;0;267;2782;47130
138.123;1601.8;2481;507;0;0;288;2869;47580
138.305;1595.5;2424;305;0;0;356;2807;47580
150.287;1593.9;2576;137;0;0;333;3217;52560
137.804;1599.2;2391;447;0;0;308;2535;47025
138.905;1620.3;2332;310;49;23;334;2971;47550
149.916;1579.6;2661;142;89;35;427;2722;54090
137.594;1591.3;2551;167;88;34;319;2431;49545
137.268;1587.3;2568;99;79;31;373;2530;49545
139.234;1579.2;2489;71;0;0;396;2434;49515
138.672;1581.6;2506;162;0;0;406;2393;49530
138.583;1578.7;2618;421;0;0;345;2639;49545
138.799;1581.6;2528;71;0;0;359;2428;49515
130.654;1587.2;2509;74;0;0;230;2431;49005
138.007;1583.0;2509;74;0;0;386;2409;49080
137.98;1582.6;2483;71;0;0;284;2438;49065
138.466;1613.7;2497;74;0;0;272;2438;49050
138.86;1588.8;2520;71;0;0;287;2396;49065
138.066;1575.7;2348;71;51;24;263;2726;48060
138.066;1575.7;2348;71;51;24;263;2726;48060
138.33;1574.0;2419;68;33;16;268;2785;48120
138.301;1581.9;2433;277;89;34;311;2301;48060
138.125;1572.2;2461;788;88;34;357;2350;48060
138.338;1583.2;2444;71;89;34;306;2316;48060
138.12;1586.8;2424;327;90;35;282;2213;48075
150.042;1584.3;2618;198;89;34;399;2777;53040
137.906;1578.2;2365;68;86;33;230;2224;48570
138.405;1578.6;2388;71;86;33;286;2266;48570
138.675;1578.8;2444;68;88;34;321;2324;49065
138.16;1586.4;2455;71;88;34;270;2377;49065
138.218;1588.2;2427;80;88;34;312;2308;49065
138.496;1580.5;2475;1593;52;25;280;2677;47070
138.234;1588.8;2377;260;0;0;306;2745;47280
138.319;1582.1;2371;82;0;0;271;2739;47085
138.295;1583.7;2407;71;0;0;295;2737;47070
150.319;1590.8;2542;68;0;0;295;3087;50535
138.417;1601.1;2413;71;0;0;301;2739;46965
90.027;1575.3;1856;168;0;0;413;2485;33060
138.142;1586.8;2469;74;53;26;248;3037;47025
138.466;1583.3;2512;74;56;27;223;3037;47040
128.344;1578.8;2523;94;55;26;347;3051;47010
128.344;1578.8;2523;94;55;26;347;3051;47010
138.734;1587.4;2455;68;50;24;332;2912;47010
138.27;1588.8;2475;634;55;26;301;2907;47055
149.18;1576.8;2939;71;57;27;483;3563;51540
137.169;1576.0;2509;77;54;26;320;3117;47040
127.829;1585.7;2416;114;52;25;475;2994;47010
138.184;1588.4;2413;102;51;25;280;3032;47040
138.708;1597.5;2315;224;50;24;411;2837;45255
128.02;1598.7;2441;443;53;25;301;2950;47055
138.484;1595.6;2447;74;45;22;317;2951;47055
137.859;1601.0;2475;71;54;26;376;2796;47040
128.028;1573.5;2486;71;53;25;315;2793;47055
139.637;1577.0;2503;74;56;27;343;2874;47040
137.602;1566.2;2455;68;52;25;242;2809;46545
138.405;1583.1;2458;71;0;0;284;2843;46560
138.712;1581.6;2399;577;0;0;406;2713;46560
138.341;1578.9;2396;68;0;0;309;2721;47040
128.674;1584.5;2312;249;0;0;325;2775;44070
138.736;1576.6;2472;133;0;0;304;3008;47055
138.565;1580.7;2447;71;0;0;324;3013;47535
138.277;1581.7;2427;74;0;0;289;3009;47550
138.431;1577.8;2481;125;72;28;318;3087;47535
138.543;1584.7;2534;679;73;27;264;3110;48075
138.402;1582.5;2517;327;71;27;334;3119;48030
138.645;1582.6;2528;254;72;28;351;3319;48315
138.645;1582.6;2528;254;72;28;351;3319;48315
138.776;1581.4;2495;136;72;28;345;3066;47580
138.776;1581.4;2495;136;72;28;345;3066;47580
131.432;1583.5;2467;71;72;28;323;3017;47535
137.966;1581.7;2382;175;70;27;318;2916;46545
137.966;1581.7;2382;175;70;27;318;2916;46545
129.324;1579.9;2514;541;62;24;344;3142;48075
138.51;1582.2;2399;1146;72;27;297;2888;46545
130.39;1597.0;2464;122;15;6;291;2908;46035
130.39;1597.0;2464;122;15;6;291;2908;46035
138.384;1586.4;2382;224;0;0;245;2849;46020
